,observed_value,prediction,classifier,name_short,matrix,polarity,fold
58,True,True,DecisionTree,4-Hydroxyproline,9AA,negative,0
59,True,True,DecisionTree,5-Hydroxyindoleacetic acid,9AA,negative,0
60,True,False,DecisionTree,6-Phosphogluconic acid,9AA,negative,0
61,True,True,DecisionTree,Acetyl-CoA,9AA,negative,0
62,True,False,DecisionTree,Adenine,9AA,negative,0
63,True,True,DecisionTree,Adenosine diphosphate,9AA,negative,0
64,True,True,DecisionTree,Adenosine monophosphate,9AA,negative,0
65,True,True,DecisionTree,Arginine,9AA,negative,0
66,True,True,DecisionTree,Argininosuccinic acid,9AA,negative,0
67,False,True,DecisionTree,3-Hydroxymethylglutaric acid,9AA,negative,0
68,False,False,DecisionTree,Acetoacetic acid,9AA,negative,0
69,False,True,DecisionTree,Acetylcarnitine,9AA,negative,0
70,False,False,DecisionTree,Acetylcholine,9AA,negative,0
71,False,False,DecisionTree,Agmatine,9AA,negative,0
72,True,False,RandomForest,2-Oxoglutaric acid,9AA,negative,0
73,True,True,RandomForest,3-Hydroxyanthranilic acid,9AA,negative,0
74,True,True,RandomForest,3-Phosphoglyceric acid,9AA,negative,0
75,True,False,RandomForest,"4,5-Dihydroorotic acid",9AA,negative,0
76,True,True,RandomForest,4-Hydroxyproline,9AA,negative,0
77,True,True,RandomForest,5-Hydroxyindoleacetic acid,9AA,negative,0
78,True,False,RandomForest,6-Phosphogluconic acid,9AA,negative,0
79,True,True,RandomForest,Acetyl-CoA,9AA,negative,0
80,True,False,RandomForest,Adenine,9AA,negative,0
81,True,True,RandomForest,Adenosine diphosphate,9AA,negative,0
82,True,True,RandomForest,Adenosine monophosphate,9AA,negative,0
83,True,True,RandomForest,Arginine,9AA,negative,0
84,True,True,RandomForest,Argininosuccinic acid,9AA,negative,0
85,False,True,RandomForest,3-Hydroxymethylglutaric acid,9AA,negative,0
86,False,False,RandomForest,Acetoacetic acid,9AA,negative,0
87,False,True,RandomForest,Acetylcarnitine,9AA,negative,0
88,False,False,RandomForest,Acetylcholine,9AA,negative,0
89,False,False,RandomForest,Agmatine,9AA,negative,0
90,True,False,MLP,2-Oxoglutaric acid,9AA,negative,0
91,True,False,MLP,3-Hydroxyanthranilic acid,9AA,negative,0
92,True,False,MLP,3-Phosphoglyceric acid,9AA,negative,0
93,True,False,MLP,"4,5-Dihydroorotic acid",9AA,negative,0
94,True,False,MLP,4-Hydroxyproline,9AA,negative,0
95,True,False,MLP,5-Hydroxyindoleacetic acid,9AA,negative,0
96,True,False,MLP,6-Phosphogluconic acid,9AA,negative,0
97,True,True,MLP,Acetyl-CoA,9AA,negative,0
98,True,False,MLP,Adenine,9AA,negative,0
99,True,False,MLP,Adenosine diphosphate,9AA,negative,0
100,True,False,MLP,Adenosine monophosphate,9AA,negative,0
101,True,True,MLP,Arginine,9AA,negative,0
102,True,True,MLP,Argininosuccinic acid,9AA,negative,0
103,False,False,MLP,3-Hydroxymethylglutaric acid,9AA,negative,0
104,False,False,MLP,Acetoacetic acid,9AA,negative,0
105,False,False,MLP,Acetylcarnitine,9AA,negative,0
106,False,True,MLP,Acetylcholine,9AA,negative,0
107,False,False,MLP,Agmatine,9AA,negative,0
108,True,True,GaussianProcess,2-Oxoglutaric acid,9AA,negative,0
109,True,False,GaussianProcess,3-Hydroxyanthranilic acid,9AA,negative,0
110,True,True,GaussianProcess,3-Phosphoglyceric acid,9AA,negative,0
111,True,True,GaussianProcess,"4,5-Dihydroorotic acid",9AA,negative,0
112,True,False,GaussianProcess,4-Hydroxyproline,9AA,negative,0
113,True,False,GaussianProcess,5-Hydroxyindoleacetic acid,9AA,negative,0
114,True,True,GaussianProcess,6-Phosphogluconic acid,9AA,negative,0
115,True,True,GaussianProcess,Acetyl-CoA,9AA,negative,0
116,True,True,GaussianProcess,Adenine,9AA,negative,0
117,True,False,GaussianProcess,Adenosine diphosphate,9AA,negative,0
118,True,False,GaussianProcess,Adenosine monophosphate,9AA,negative,0
119,True,True,GaussianProcess,Arginine,9AA,negative,0
120,True,True,GaussianProcess,Argininosuccinic acid,9AA,negative,0
121,False,False,GaussianProcess,3-Hydroxymethylglutaric acid,9AA,negative,0
122,False,False,GaussianProcess,Acetoacetic acid,9AA,negative,0
123,False,True,GaussianProcess,Acetylcarnitine,9AA,negative,0
124,False,True,GaussianProcess,Acetylcholine,9AA,negative,0
125,False,True,GaussianProcess,Agmatine,9AA,negative,0
0,True,True,Logistic_reg,Ascorbic acid,9AA,negative,1
1,True,True,Logistic_reg,Asparagine,9AA,negative,1
2,True,False,Logistic_reg,Aspartic acid,9AA,negative,1
3,True,True,Logistic_reg,Cardiolipin 18:1,9AA,negative,1
4,True,False,Logistic_reg,Carnitine,9AA,negative,1
5,True,True,Logistic_reg,Carnosine,9AA,negative,1
6,True,False,Logistic_reg,Cer d8:1/22:0 Cer,9AA,negative,1
7,True,False,Logistic_reg,Cholic acid,9AA,negative,1
8,True,False,Logistic_reg,Citric acid,9AA,negative,1
9,True,False,Logistic_reg,Citrulline,9AA,negative,1
10,True,True,Logistic_reg,Coenzyme A,9AA,negative,1
11,True,True,Logistic_reg,Creatine,9AA,negative,1
12,True,True,Logistic_reg,Creatinine,9AA,negative,1
13,False,True,Logistic_reg,Biotin,9AA,negative,1
14,False,True,Logistic_reg,Butyric acid,9AA,negative,1
15,False,False,Logistic_reg,CAR 16:0,9AA,negative,1
16,False,False,Logistic_reg,Cholecalciferol,9AA,negative,1
17,True,False,SVC_poly,Ascorbic acid,9AA,negative,1
18,True,True,SVC_poly,Asparagine,9AA,negative,1
19,True,True,SVC_poly,Aspartic acid,9AA,negative,1
20,True,False,SVC_poly,Cardiolipin 18:1,9AA,negative,1
21,True,False,SVC_poly,Carnitine,9AA,negative,1
22,True,False,SVC_poly,Carnosine,9AA,negative,1
23,True,False,SVC_poly,Cer d8:1/22:0 Cer,9AA,negative,1
24,True,True,SVC_poly,Cholic acid,9AA,negative,1
25,True,True,SVC_poly,Citric acid,9AA,negative,1
26,True,True,SVC_poly,Citrulline,9AA,negative,1
27,True,False,SVC_poly,Coenzyme A,9AA,negative,1
28,True,False,SVC_poly,Creatine,9AA,negative,1
29,True,True,SVC_poly,Creatinine,9AA,negative,1
30,False,False,SVC_poly,Biotin,9AA,negative,1
31,False,False,SVC_poly,Butyric acid,9AA,negative,1
32,False,True,SVC_poly,CAR 16:0,9AA,negative,1
33,False,True,SVC_poly,Cholecalciferol,9AA,negative,1
34,True,True,KNeighbors,Ascorbic acid,9AA,negative,1
35,True,True,KNeighbors,Asparagine,9AA,negative,1
36,True,True,KNeighbors,Aspartic acid,9AA,negative,1
37,True,True,KNeighbors,Cardiolipin 18:1,9AA,negative,1
38,True,False,KNeighbors,Carnitine,9AA,negative,1
39,True,True,KNeighbors,Carnosine,9AA,negative,1
40,True,False,KNeighbors,Cer d8:1/22:0 Cer,9AA,negative,1
41,True,True,KNeighbors,Cholic acid,9AA,negative,1
42,True,True,KNeighbors,Citric acid,9AA,negative,1
43,True,True,KNeighbors,Citrulline,9AA,negative,1
44,True,True,KNeighbors,Coenzyme A,9AA,negative,1
45,True,True,KNeighbors,Creatine,9AA,negative,1
46,True,False,KNeighbors,Creatinine,9AA,negative,1
47,False,True,KNeighbors,Biotin,9AA,negative,1
48,False,True,KNeighbors,Butyric acid,9AA,negative,1
49,False,True,KNeighbors,CAR 16:0,9AA,negative,1
50,False,True,KNeighbors,Cholecalciferol,9AA,negative,1
51,True,False,DecisionTree,Ascorbic acid,9AA,negative,1
52,True,True,DecisionTree,Asparagine,9AA,negative,1
53,True,True,DecisionTree,Aspartic acid,9AA,negative,1
54,True,False,DecisionTree,Cardiolipin 18:1,9AA,negative,1
55,True,False,DecisionTree,Carnitine,9AA,negative,1
56,True,False,DecisionTree,Carnosine,9AA,negative,1
57,True,False,DecisionTree,Cer d8:1/22:0 Cer,9AA,negative,1
58,True,True,DecisionTree,Cholic acid,9AA,negative,1
59,True,True,DecisionTree,Citric acid,9AA,negative,1
60,True,True,DecisionTree,Citrulline,9AA,negative,1
61,True,False,DecisionTree,Coenzyme A,9AA,negative,1
62,True,False,DecisionTree,Creatine,9AA,negative,1
63,True,True,DecisionTree,Creatinine,9AA,negative,1
64,False,False,DecisionTree,Biotin,9AA,negative,1
65,False,False,DecisionTree,Butyric acid,9AA,negative,1
66,False,False,DecisionTree,CAR 16:0,9AA,negative,1
67,False,False,DecisionTree,Cholecalciferol,9AA,negative,1
68,True,False,RandomForest,Ascorbic acid,9AA,negative,1
69,True,True,RandomForest,Asparagine,9AA,negative,1
70,True,True,RandomForest,Aspartic acid,9AA,negative,1
71,True,True,RandomForest,Cardiolipin 18:1,9AA,negative,1
72,True,False,RandomForest,Carnitine,9AA,negative,1
73,True,False,RandomForest,Carnosine,9AA,negative,1
74,True,False,RandomForest,Cer d8:1/22:0 Cer,9AA,negative,1
75,True,True,RandomForest,Cholic acid,9AA,negative,1
76,True,True,RandomForest,Citric acid,9AA,negative,1
77,True,True,RandomForest,Citrulline,9AA,negative,1
78,True,True,RandomForest,Coenzyme A,9AA,negative,1
79,True,False,RandomForest,Creatine,9AA,negative,1
80,True,True,RandomForest,Creatinine,9AA,negative,1
81,False,True,RandomForest,Biotin,9AA,negative,1
82,False,True,RandomForest,Butyric acid,9AA,negative,1
83,False,True,RandomForest,CAR 16:0,9AA,negative,1
84,False,False,RandomForest,Cholecalciferol,9AA,negative,1
85,True,True,MLP,Ascorbic acid,9AA,negative,1
86,True,True,MLP,Asparagine,9AA,negative,1
87,True,True,MLP,Aspartic acid,9AA,negative,1
88,True,False,MLP,Cardiolipin 18:1,9AA,negative,1
89,True,False,MLP,Carnitine,9AA,negative,1
90,True,False,MLP,Carnosine,9AA,negative,1
91,True,False,MLP,Cer d8:1/22:0 Cer,9AA,negative,1
92,True,True,MLP,Cholic acid,9AA,negative,1
93,True,True,MLP,Citric acid,9AA,negative,1
94,True,True,MLP,Citrulline,9AA,negative,1
95,True,True,MLP,Coenzyme A,9AA,negative,1
96,True,False,MLP,Creatine,9AA,negative,1
97,True,True,MLP,Creatinine,9AA,negative,1
98,False,False,MLP,Biotin,9AA,negative,1
99,False,False,MLP,Butyric acid,9AA,negative,1
100,False,True,MLP,CAR 16:0,9AA,negative,1
101,False,True,MLP,Cholecalciferol,9AA,negative,1
102,True,True,GaussianProcess,Ascorbic acid,9AA,negative,1
103,True,True,GaussianProcess,Asparagine,9AA,negative,1
104,True,False,GaussianProcess,Aspartic acid,9AA,negative,1
105,True,True,GaussianProcess,Cardiolipin 18:1,9AA,negative,1
106,True,False,GaussianProcess,Carnitine,9AA,negative,1
107,True,False,GaussianProcess,Carnosine,9AA,negative,1
108,True,False,GaussianProcess,Cer d8:1/22:0 Cer,9AA,negative,1
109,True,False,GaussianProcess,Cholic acid,9AA,negative,1
110,True,False,GaussianProcess,Citric acid,9AA,negative,1
111,True,False,GaussianProcess,Citrulline,9AA,negative,1
112,True,True,GaussianProcess,Coenzyme A,9AA,negative,1
113,True,True,GaussianProcess,Creatine,9AA,negative,1
114,True,True,GaussianProcess,Creatinine,9AA,negative,1
115,False,True,GaussianProcess,Biotin,9AA,negative,1
116,False,True,GaussianProcess,Butyric acid,9AA,negative,1
117,False,False,GaussianProcess,CAR 16:0,9AA,negative,1
118,False,False,GaussianProcess,Cholecalciferol,9AA,negative,1
0,True,False,Logistic_reg,Cysteine,9AA,negative,2
1,True,False,Logistic_reg,Cystine,9AA,negative,2
2,True,False,Logistic_reg,Cytidine,9AA,negative,2
3,True,True,Logistic_reg,Cytosine,9AA,negative,2
4,True,True,Logistic_reg,Dihydroxyacetone phosphate,9AA,negative,2
5,True,True,Logistic_reg,Dopamine,9AA,negative,2
6,True,False,Logistic_reg,Epinephrine,9AA,negative,2
7,True,True,Logistic_reg,Flavin adenine dinucleotide,9AA,negative,2
8,True,True,Logistic_reg,Flavin mononucleotide,9AA,negative,2
9,True,True,Logistic_reg,"Fructose 1,6-bisphosphate",9AA,negative,2
10,True,True,Logistic_reg,GM3 Ganglioside 18:0,9AA,negative,2
11,True,False,Logistic_reg,GlcCer d18:1/18:0,9AA,negative,2
12,False,True,Logistic_reg,Cholesterol,9AA,negative,2
13,False,True,Logistic_reg,Cholesteryl acetate,9AA,negative,2
14,False,True,Logistic_reg,Choline,9AA,negative,2
15,False,True,Logistic_reg,Cyclic adenosine monophosphate,9AA,negative,2
16,True,False,SVC_poly,Cysteine,9AA,negative,2
17,True,False,SVC_poly,Cystine,9AA,negative,2
18,True,True,SVC_poly,Cytidine,9AA,negative,2
19,True,True,SVC_poly,Cytosine,9AA,negative,2
20,True,True,SVC_poly,Dihydroxyacetone phosphate,9AA,negative,2
21,True,True,SVC_poly,Dopamine,9AA,negative,2
22,True,False,SVC_poly,Epinephrine,9AA,negative,2
23,True,True,SVC_poly,Flavin adenine dinucleotide,9AA,negative,2
24,True,True,SVC_poly,Flavin mononucleotide,9AA,negative,2
25,True,False,SVC_poly,"Fructose 1,6-bisphosphate",9AA,negative,2
26,True,False,SVC_poly,GM3 Ganglioside 18:0,9AA,negative,2
27,True,False,SVC_poly,GlcCer d18:1/18:0,9AA,negative,2
28,False,False,SVC_poly,Cholesterol,9AA,negative,2
29,False,True,SVC_poly,Cholesteryl acetate,9AA,negative,2
30,False,True,SVC_poly,Choline,9AA,negative,2
31,False,True,SVC_poly,Cyclic adenosine monophosphate,9AA,negative,2
32,True,False,KNeighbors,Cysteine,9AA,negative,2
33,True,True,KNeighbors,Cystine,9AA,negative,2
34,True,True,KNeighbors,Cytidine,9AA,negative,2
35,True,False,KNeighbors,Cytosine,9AA,negative,2
36,True,False,KNeighbors,Dihydroxyacetone phosphate,9AA,negative,2
37,True,True,KNeighbors,Dopamine,9AA,negative,2
38,True,False,KNeighbors,Epinephrine,9AA,negative,2
39,True,True,KNeighbors,Flavin adenine dinucleotide,9AA,negative,2
40,True,True,KNeighbors,Flavin mononucleotide,9AA,negative,2
41,True,False,KNeighbors,"Fructose 1,6-bisphosphate",9AA,negative,2
42,True,False,KNeighbors,GM3 Ganglioside 18:0,9AA,negative,2
43,True,False,KNeighbors,GlcCer d18:1/18:0,9AA,negative,2
44,False,False,KNeighbors,Cholesterol,9AA,negative,2
45,False,False,KNeighbors,Cholesteryl acetate,9AA,negative,2
46,False,True,KNeighbors,Choline,9AA,negative,2
47,False,False,KNeighbors,Cyclic adenosine monophosphate,9AA,negative,2
48,True,False,DecisionTree,Cysteine,9AA,negative,2
49,True,True,DecisionTree,Cystine,9AA,negative,2
50,True,True,DecisionTree,Cytidine,9AA,negative,2
51,True,False,DecisionTree,Cytosine,9AA,negative,2
52,True,False,DecisionTree,Dihydroxyacetone phosphate,9AA,negative,2
53,True,False,DecisionTree,Dopamine,9AA,negative,2
54,True,False,DecisionTree,Epinephrine,9AA,negative,2
55,True,False,DecisionTree,Flavin adenine dinucleotide,9AA,negative,2
56,True,False,DecisionTree,Flavin mononucleotide,9AA,negative,2
57,True,False,DecisionTree,"Fructose 1,6-bisphosphate",9AA,negative,2
58,True,False,DecisionTree,GM3 Ganglioside 18:0,9AA,negative,2
59,True,False,DecisionTree,GlcCer d18:1/18:0,9AA,negative,2
60,False,False,DecisionTree,Cholesterol,9AA,negative,2
61,False,False,DecisionTree,Cholesteryl acetate,9AA,negative,2
62,False,False,DecisionTree,Choline,9AA,negative,2
63,False,False,DecisionTree,Cyclic adenosine monophosphate,9AA,negative,2
64,True,False,RandomForest,Cysteine,9AA,negative,2
65,True,True,RandomForest,Cystine,9AA,negative,2
66,True,True,RandomForest,Cytidine,9AA,negative,2
67,True,True,RandomForest,Cytosine,9AA,negative,2
68,True,True,RandomForest,Dihydroxyacetone phosphate,9AA,negative,2
69,True,True,RandomForest,Dopamine,9AA,negative,2
70,True,False,RandomForest,Epinephrine,9AA,negative,2
71,True,True,RandomForest,Flavin adenine dinucleotide,9AA,negative,2
72,True,True,RandomForest,Flavin mononucleotide,9AA,negative,2
73,True,False,RandomForest,"Fructose 1,6-bisphosphate",9AA,negative,2
74,True,True,RandomForest,GM3 Ganglioside 18:0,9AA,negative,2
75,True,False,RandomForest,GlcCer d18:1/18:0,9AA,negative,2
76,False,False,RandomForest,Cholesterol,9AA,negative,2
77,False,False,RandomForest,Cholesteryl acetate,9AA,negative,2
78,False,True,RandomForest,Choline,9AA,negative,2
79,False,True,RandomForest,Cyclic adenosine monophosphate,9AA,negative,2
80,True,True,MLP,Cysteine,9AA,negative,2
81,True,True,MLP,Cystine,9AA,negative,2
82,True,True,MLP,Cytidine,9AA,negative,2
83,True,True,MLP,Cytosine,9AA,negative,2
84,True,True,MLP,Dihydroxyacetone phosphate,9AA,negative,2
85,True,True,MLP,Dopamine,9AA,negative,2
86,True,False,MLP,Epinephrine,9AA,negative,2
87,True,True,MLP,Flavin adenine dinucleotide,9AA,negative,2
88,True,True,MLP,Flavin mononucleotide,9AA,negative,2
89,True,False,MLP,"Fructose 1,6-bisphosphate",9AA,negative,2
90,True,False,MLP,GM3 Ganglioside 18:0,9AA,negative,2
91,True,False,MLP,GlcCer d18:1/18:0,9AA,negative,2
92,False,False,MLP,Cholesterol,9AA,negative,2
93,False,True,MLP,Cholesteryl acetate,9AA,negative,2
94,False,True,MLP,Choline,9AA,negative,2
95,False,True,MLP,Cyclic adenosine monophosphate,9AA,negative,2
96,True,False,GaussianProcess,Cysteine,9AA,negative,2
97,True,False,GaussianProcess,Cystine,9AA,negative,2
98,True,False,GaussianProcess,Cytidine,9AA,negative,2
99,True,True,GaussianProcess,Cytosine,9AA,negative,2
100,True,True,GaussianProcess,Dihydroxyacetone phosphate,9AA,negative,2
101,True,True,GaussianProcess,Dopamine,9AA,negative,2
102,True,False,GaussianProcess,Epinephrine,9AA,negative,2
103,True,True,GaussianProcess,Flavin adenine dinucleotide,9AA,negative,2
104,True,True,GaussianProcess,Flavin mononucleotide,9AA,negative,2
105,True,True,GaussianProcess,"Fructose 1,6-bisphosphate",9AA,negative,2
106,True,True,GaussianProcess,GM3 Ganglioside 18:0,9AA,negative,2
107,True,False,GaussianProcess,GlcCer d18:1/18:0,9AA,negative,2
108,False,True,GaussianProcess,Cholesterol,9AA,negative,2
109,False,True,GaussianProcess,Cholesteryl acetate,9AA,negative,2
110,False,True,GaussianProcess,Choline,9AA,negative,2
111,False,True,GaussianProcess,Cyclic adenosine monophosphate,9AA,negative,2
0,True,False,Logistic_reg,Gluconic acid,9AA,negative,3
1,True,True,Logistic_reg,Glucosamine 6-phosphate,9AA,negative,3
2,True,False,Logistic_reg,Glucose,9AA,negative,3
3,True,False,Logistic_reg,Glucose 6-phosphate,9AA,negative,3
4,True,True,Logistic_reg,Glucosyl cholesterol,9AA,negative,3
5,True,False,Logistic_reg,Glutamic acid,9AA,negative,3
6,True,False,Logistic_reg,Glutamine,9AA,negative,3
7,True,True,Logistic_reg,Glutathione,9AA,negative,3
8,True,True,Logistic_reg,Glycerol 3-phosphate,9AA,negative,3
9,True,True,Logistic_reg,Glycine,9AA,negative,3
10,True,True,Logistic_reg,Guanine,9AA,negative,3
11,True,False,Logistic_reg,Histamine,9AA,negative,3
12,False,False,Logistic_reg,Cytidine monophosphate,9AA,negative,3
13,False,True,Logistic_reg,Dihydroxyacetone,9AA,negative,3
14,False,False,Logistic_reg,Estradiol,9AA,negative,3
15,False,False,Logistic_reg,Folic acid,9AA,negative,3
16,True,False,SVC_poly,Gluconic acid,9AA,negative,3
17,True,True,SVC_poly,Glucosamine 6-phosphate,9AA,negative,3
18,True,False,SVC_poly,Glucose,9AA,negative,3
19,True,True,SVC_poly,Glucose 6-phosphate,9AA,negative,3
20,True,False,SVC_poly,Glucosyl cholesterol,9AA,negative,3
21,True,False,SVC_poly,Glutamic acid,9AA,negative,3
22,True,False,SVC_poly,Glutamine,9AA,negative,3
23,True,False,SVC_poly,Glutathione,9AA,negative,3
24,True,True,SVC_poly,Glycerol 3-phosphate,9AA,negative,3
25,True,False,SVC_poly,Glycine,9AA,negative,3
26,True,False,SVC_poly,Guanine,9AA,negative,3
27,True,False,SVC_poly,Histamine,9AA,negative,3
28,False,False,SVC_poly,Cytidine monophosphate,9AA,negative,3
29,False,False,SVC_poly,Dihydroxyacetone,9AA,negative,3
30,False,False,SVC_poly,Estradiol,9AA,negative,3
31,False,True,SVC_poly,Folic acid,9AA,negative,3
32,True,False,KNeighbors,Gluconic acid,9AA,negative,3
33,True,False,KNeighbors,Glucosamine 6-phosphate,9AA,negative,3
34,True,False,KNeighbors,Glucose,9AA,negative,3
35,True,False,KNeighbors,Glucose 6-phosphate,9AA,negative,3
36,True,False,KNeighbors,Glucosyl cholesterol,9AA,negative,3
37,True,True,KNeighbors,Glutamic acid,9AA,negative,3
38,True,True,KNeighbors,Glutamine,9AA,negative,3
39,True,False,KNeighbors,Glutathione,9AA,negative,3
40,True,False,KNeighbors,Glycerol 3-phosphate,9AA,negative,3
41,True,False,KNeighbors,Glycine,9AA,negative,3
42,True,False,KNeighbors,Guanine,9AA,negative,3
43,True,False,KNeighbors,Histamine,9AA,negative,3
44,False,True,KNeighbors,Cytidine monophosphate,9AA,negative,3
45,False,True,KNeighbors,Dihydroxyacetone,9AA,negative,3
46,False,False,KNeighbors,Estradiol,9AA,negative,3
47,False,True,KNeighbors,Folic acid,9AA,negative,3
48,True,False,DecisionTree,Gluconic acid,9AA,negative,3
49,True,False,DecisionTree,Glucosamine 6-phosphate,9AA,negative,3
50,True,False,DecisionTree,Glucose,9AA,negative,3
51,True,True,DecisionTree,Glucose 6-phosphate,9AA,negative,3
52,True,False,DecisionTree,Glucosyl cholesterol,9AA,negative,3
53,True,False,DecisionTree,Glutamic acid,9AA,negative,3
54,True,False,DecisionTree,Glutamine,9AA,negative,3
55,True,False,DecisionTree,Glutathione,9AA,negative,3
56,True,False,DecisionTree,Glycerol 3-phosphate,9AA,negative,3
57,True,False,DecisionTree,Glycine,9AA,negative,3
58,True,False,DecisionTree,Guanine,9AA,negative,3
59,True,False,DecisionTree,Histamine,9AA,negative,3
60,False,False,DecisionTree,Cytidine monophosphate,9AA,negative,3
61,False,False,DecisionTree,Dihydroxyacetone,9AA,negative,3
62,False,False,DecisionTree,Estradiol,9AA,negative,3
63,False,True,DecisionTree,Folic acid,9AA,negative,3
64,True,False,RandomForest,Gluconic acid,9AA,negative,3
65,True,False,RandomForest,Glucosamine 6-phosphate,9AA,negative,3
66,True,False,RandomForest,Glucose,9AA,negative,3
67,True,True,RandomForest,Glucose 6-phosphate,9AA,negative,3
68,True,True,RandomForest,Glucosyl cholesterol,9AA,negative,3
69,True,True,RandomForest,Glutamic acid,9AA,negative,3
70,True,True,RandomForest,Glutamine,9AA,negative,3
71,True,False,RandomForest,Glutathione,9AA,negative,3
72,True,False,RandomForest,Glycerol 3-phosphate,9AA,negative,3
73,True,False,RandomForest,Glycine,9AA,negative,3
74,True,True,RandomForest,Guanine,9AA,negative,3
75,True,False,RandomForest,Histamine,9AA,negative,3
76,False,True,RandomForest,Cytidine monophosphate,9AA,negative,3
77,False,True,RandomForest,Dihydroxyacetone,9AA,negative,3
78,False,False,RandomForest,Estradiol,9AA,negative,3
79,False,True,RandomForest,Folic acid,9AA,negative,3
80,True,True,MLP,Gluconic acid,9AA,negative,3
81,True,True,MLP,Glucosamine 6-phosphate,9AA,negative,3
82,True,False,MLP,Glucose,9AA,negative,3
83,True,True,MLP,Glucose 6-phosphate,9AA,negative,3
84,True,False,MLP,Glucosyl cholesterol,9AA,negative,3
85,True,True,MLP,Glutamic acid,9AA,negative,3
86,True,False,MLP,Glutamine,9AA,negative,3
87,True,False,MLP,Glutathione,9AA,negative,3
88,True,True,MLP,Glycerol 3-phosphate,9AA,negative,3
89,True,True,MLP,Glycine,9AA,negative,3
90,True,True,MLP,Guanine,9AA,negative,3
