,RandomForest,kendall,matrix,polarity
489,0.0,0.03517930184461468,9AA,negative
490,0.0,0.004582832205631741,9AA,negative
498,0.0,0.0039897598025499855,9AA,negative
504,0.0,0.04253002023778226,9AA,negative
519,0.0,0.03895178970990857,9AA,negative
528,0.0,0.008221194027708012,9AA,negative
533,0.0,0.0035943825051374567,9AA,negative
563,0.00017484111274266488,0.0044245125818661,9AA,negative
573,0.0,0.02524551654476135,9AA,negative
576,0.003391219313550286,0.0477222119955094,9AA,negative
577,0.0,0.037250618850058176,9AA,negative
590,0.00026220934981182795,0.019352449047526952,9AA,negative
592,0.005435374600039571,0.012150292296665826,9AA,negative
598,0.0,0.04253002023778226,9AA,negative
599,0.0,0.04041768412691799,9AA,negative
600,0.0,0.004091477957975615,9AA,negative
606,0.0,0.0009165664411263482,9AA,negative
610,0.0,0.05761763013234867,9AA,negative
622,0.0,0.05105337125778863,9AA,negative
623,0.0,0.005073901216874077,9AA,negative
628,0.0,0.05730839156796925,9AA,negative
636,0.0,0.02849443318442794,9AA,negative
640,0.0,0.02849443318442794,9AA,negative
643,1.022020738377622e-05,0.04083401363562229,9AA,negative
650,0.0,0.05527369699379083,9AA,negative
652,0.005743711352629337,0.01332461178410131,9AA,negative
656,0.0,0.04434873964825589,9AA,negative
663,0.0,0.0028575306693939093,9AA,negative
667,0.0,0.01437741077965909,9AA,negative
675,0.0,0.04041768412691799,9AA,negative
679,0.0,0.0039897598025499855,9AA,negative
694,0.0,0.018106541322405113,9AA,negative
695,1.7956952798773783e-06,0.01650334537922865,9AA,negative
697,0.0,0.031534392635934244,9AA,negative
713,0.0,0.0430040287613617,9AA,negative
715,0.0,0.04459872673199056,9AA,negative
724,0.0,0.01994117528116153,9AA,negative
727,0.0,0.0023183739393195864,9AA,negative
736,0.012054429521519189,0.0036555180831305306,9AA,negative
739,0.0,0.01747199141164241,9AA,negative
745,0.0,0.028725104810424094,9AA,negative
750,0.00010602474830366732,0.07324472124726812,9AA,negative
755,0.0,0.005429811869462967,9AA,negative
758,0.0,0.027076345798526042,9AA,negative
760,0.0,0.00981731091496066,9AA,negative
766,0.0,0.02849443318442794,9AA,negative
781,0.0,0.006415965087884438,9AA,negative
785,0.0,0.057504613228443684,9AA,negative
786,0.0,0.02111502991436493,9AA,negative
794,0.0005039608819148999,0.021145901430708516,9AA,negative
795,0.0,0.02849443318442794,9AA,negative
802,0.008001992293130956,0.06480677811327301,9AA,negative
806,0.0,0.010893634713241951,9AA,negative
807,0.0,0.00945077281932798,9AA,negative
810,0.0,0.02849443318442794,9AA,negative
823,0.0,0.02591331668940972,9AA,negative
829,0.0,0.05555592718372648,9AA,negative
832,0.0,0.0024090010406772316,9AA,negative
835,0.0,0.0035943825051374567,9AA,negative
837,0.0,0.033400759428104276,9AA,negative
841,0.0,0.02849443318442794,9AA,negative
849,0.0,0.021780656714902657,9AA,negative
854,0.0,0.008221194027708012,9AA,negative
875,0.0,0.01953750053876406,9AA,negative
881,0.0,0.0023707629289204503,9AA,negative
887,0.0,0.005445482973750657,9AA,negative
888,0.0,0.05091540546257894,9AA,negative
890,0.0,0.02849443318442794,9AA,negative
892,0.0,0.028506512314680574,9AA,negative
898,0.0,0.02849443318442794,9AA,negative
900,0.0,0.0025340366313493156,9AA,negative
910,0.0,0.0005930724030817546,9AA,negative
913,0.0,0.028146852422254173,9AA,negative
926,0.0,0.04386045260942831,9AA,negative
932,0.00011190281736595933,0.036207499775428635,9AA,negative
935,0.0,0.05245955820819019,9AA,negative
953,0.0,0.0030590489405425167,9AA,negative
960,0.0,0.005162145087165496,9AA,negative
966,0.0,0.0007009037490966192,9AA,negative
971,0.0,0.0037201814375128254,9AA,negative
976,0.0,0.009071801566549655,9AA,negative
980,0.014118344584275019,0.029164379827955195,9AA,negative
981,0.0,0.025418480997564556,9AA,negative
998,0.0,0.02849443318442794,9AA,negative
1003,0.009284264768716025,0.03128387114528134,9AA,negative
1004,0.0,0.02849443318442794,9AA,negative
1017,0.0010143227049140015,0.041659338091147594,9AA,negative
1019,0.0,0.0382628193556368,9AA,negative
1022,0.0,0.006415965087884438,9AA,negative
1024,0.0032802050893421786,0.006232812216355377,9AA,negative
1027,0.0,0.02849443318442794,9AA,negative
1028,0.0,0.032254641921561335,9AA,negative
1035,0.0,0.049650227928772335,9AA,negative
1041,0.0027735472272947,0.006901206144951328,9AA,negative
1057,0.007677665915798477,0.03313765965368459,9AA,negative
1060,0.0,0.037324117700166755,9AA,negative
1061,0.0,0.006106461334664526,9AA,negative
1065,0.0,0.007009037490966192,9AA,negative
1070,0.0,0.007800574798383417,9AA,negative
1088,0.0,0.024317718090821994,9AA,negative
1093,0.0039340653891526845,0.011445700604204533,9AA,negative
1097,0.0,0.056849344333182894,9AA,negative
1101,0.007197037044197505,0.012845582221861163,9AA,negative
1104,0.0,0.0057837710268144864,9AA,negative
1114,0.0,0.051517567199259,9AA,negative
1120,0.0,0.016346792776024074,9AA,negative
1126,0.0,0.049650227928772335,9AA,negative
1128,0.0,0.006254218068862141,9AA,negative
1134,0.0,0.006901206144951328,9AA,negative
1136,0.0,0.047463209712033945,9AA,negative
1137,0.014467161230927821,0.006469880760891869,9AA,negative
1144,0.0,0.02849443318442794,9AA,negative
1145,0.0,0.021184723553336164,9AA,negative
1152,0.0,0.03758970950605979,9AA,negative
1154,0.0,0.005429811869462967,9AA,negative
1162,0.0,0.060682140472148684,9AA,negative
1163,0.0,0.0023707629289204503,9AA,negative
1168,0.000855541430077235,0.0323685616021155,9AA,negative
1171,0.003148734894706149,0.012565326951500496,9AA,negative
1176,0.0,0.037250618850058176,9AA,negative
1182,0.0,0.04025866962067013,9AA,negative
1190,0.0,0.0023707629289204503,9AA,negative
1226,0.0,0.06448782674412354,9AA,negative
1228,0.0,0.02544746337413806,9AA,negative
1236,0.0,0.02849443318442794,9AA,negative
1243,0.0,0.03813140181180437,9AA,negative
1251,0.0,0.02475795656836834,9AA,negative
1257,0.006786246525110354,0.05307965336460245,9AA,negative
1274,0.0,0.060682140472148684,9AA,negative
1282,0.0,0.02849443318442794,9AA,negative
1290,0.0,0.02379598335088033,9AA,negative
1292,0.0003397892926477949,0.008267209191545818,9AA,negative
1294,0.0,0.02849443318442794,9AA,negative
1302,0.0,0.046843664497765426,9AA,negative
1308,0.0,0.03253810865998536,9AA,negative
1319,0.0,0.02849443318442794,9AA,negative
1323,0.0,0.025751789919357414,9AA,negative
1325,0.0,0.04380176201877061,9AA,negative
1328,0.0,0.02849443318442794,9AA,negative
1349,0.0,0.021228721983700984,9AA,negative
1356,0.003820145471155862,0.030422783218943268,9AA,negative
1357,0.0,0.01060358021582656,9AA,negative
1362,0.0,0.0009165664411263482,9AA,negative
1365,0.0,0.0009165664411263482,9AA,negative
1366,0.0,0.015658506764402006,9AA,negative
1375,0.0,0.02937364477905295,9AA,negative
1380,0.0,0.010945531960228745,9AA,negative
1381,4.032506893394421e-06,0.0036708587286510197,9AA,negative
1385,0.0,0.05189075661674287,9AA,negative
1386,0.0,0.0028141387856006443,9AA,negative
1389,0.0,0.0037201814375128254,9AA,negative
1391,0.0,0.05844307545946606,9AA,negative
1399,0.0,0.046843664497765426,9AA,negative
1411,0.0,0.009707707762800015,9AA,negative
1413,0.0,0.000646988076089187,9AA,negative
1416,0.0,0.04041768412691799,9AA,negative
1430,0.0,0.0009165664411263482,9AA,negative
1431,0.0,0.02058485595408447,9AA,negative
1432,0.0,0.0171115550111597,9AA,negative
1440,0.008811386757372251,0.007456431792572383,9AA,negative
1451,0.0,0.0034031919463535496,9AA,negative
1452,7.085222817228433e-06,0.040129093884856824,9AA,negative
1454,0.0,0.02849443318442794,9AA,negative
1457,0.0,0.003384487626334851,9AA,negative
1459,0.006680157931059532,0.017500554949578338,9AA,negative
1476,0.018286572314669493,0.003821853433583887,9AA,negative
1477,0.0,0.04684002317657032,9AA,negative
1487,0.0,0.05822256590222354,9AA,negative
1506,0.00015641932635433747,0.0032502394993264233,9AA,negative
1507,0.0,0.002906096493515391,9AA,negative
1508,0.0,0.02849443318442794,9AA,negative
1511,0.0013379064187313753,0.02849443318442794,9AA,negative
1516,0.0021147883041603617,0.03205534699025896,9AA,negative
1526,0.0,0.027206416514950003,9AA,negative
1528,2.2105578945916014e-05,0.03128387114528134,9AA,negative
1530,0.0,0.03584961872738599,9AA,negative
1535,0.0,0.002832668777518657,9AA,negative
1536,0.0,0.02849443318442794,9AA,negative
1550,0.0,0.02849443318442794,9AA,negative
1564,0.0,0.025048213123198906,9AA,negative
1567,0.0,0.02849443318442794,9AA,negative
1575,0.0,0.025982796938733,9AA,negative
1576,0.0,0.02849443318442794,9AA,negative
1582,0.0,0.02849443318442794,9AA,negative
1602,0.0,0.01167258993869299,9AA,negative
1603,0.0,0.008187742943122777,9AA,negative
1604,0.0,0.02849443318442794,9AA,negative
1607,0.0,0.00312820743674126,9AA,negative
1614,0.0,0.025311278433806456,9AA,negative
1624,3.0490069347533217e-05,0.05611086410639281,9AA,negative
1652,0.0,0.031891120583896176,9AA,negative
1664,0.0,0.010788081691240662,9AA,negative
1685,0.0005758434474464798,0.006577712106906734,9AA,negative
1691,0.0,0.0025340366313493156,9AA,negative
1693,0.0,0.0334981732655639,9AA,negative
1696,0.0,0.036207499775428635,9AA,negative
1711,0.004252192607275352,0.009253623045141112,9AA,negative
1714,0.0,0.004091477957975615,9AA,negative
1715,0.0,0.02849443318442794,9AA,negative
1716,0.001170032828396856,0.06308372102531115,9AA,negative
1722,0.0,0.012043873180692024,9AA,negative
1724,0.0005158352044919977,0.026267352393072572,9AA,negative
1725,0.0,0.02849443318442794,9AA,negative
1727,0.0,0.02849443318442794,9AA,negative
1732,0.0047256601938354195,0.041051929143529974,9AA,negative
1733,0.0,0.02849443318442794,9AA,negative
1734,0.0,0.02849443318442794,9AA,negative
1737,0.012029279435157534,0.02032253694689615,9AA,negative
1738,0.0,0.057504613228443684,9AA,negative
1742,0.0,0.02849443318442794,9AA,negative
1745,0.0,0.06507799730731646,9AA,negative
1750,0.0,0.03200100338768586,9AA,negative
1754,0.0,0.001876924462044756,9AA,negative
1773,0.0,0.0023183739393195864,9AA,negative
1781,0.0,0.04253002023778226,9AA,negative
1819,0.0005266942507132737,0.03352857387652337,9AA,negative
1828,0.0,0.02849443318442794,9AA,negative
1831,0.0,0.0039897598025499855,9AA,negative
1832,0.0,0.0035943825051374567,9AA,negative
1835,0.0,0.02849443318442794,9AA,negative
1838,0.21440487827868307,0.06030068661659454,9AA,negative
1840,0.0028755690001933763,0.015417131178925755,9AA,negative
1844,0.0,0.022434191967557034,9AA,negative
1847,0.0,0.06534852732898352,9AA,negative
1849,0.003386873338061443,0.020941345207457645,9AA,negative
1855,0.0,0.008499881048084364,9AA,negative
1866,0.0,0.021353585014610446,9AA,negative
1873,0.0,0.0023602366305430006,9AA,negative
1879,0.0,0.006900090611904421,9AA,negative
1884,0.0,0.04253002023778226,9AA,negative
1887,0.0,0.018755793816701304,9AA,negative
1898,0.0,0.02449151058021852,9AA,negative
1904,0.0,0.02849443318442794,9AA,negative
1908,0.0,0.006106461334664526,9AA,negative
1911,0.005478894385653281,0.013298401354964098,9AA,negative
1917,0.006685036938208025,0.010641467243028016,9AA,negative
1921,4.5741535215042344e-05,0.04996449688105487,9AA,negative
1922,0.00043173975928872737,0.06480677811327301,9AA,negative
1923,0.0,0.01974998472237762,9AA,negative
1932,0.0,0.05664775640881456,9AA,negative
1942,0.0,0.0013478918251858061,9AA,negative
1944,0.0,0.032699855679007656,9AA,negative
1946,0.0,0.0025340366313493156,9AA,negative
1949,0.0,0.02849443318442794,9AA,negative
1950,0.0014146379842769926,0.028680526464309408,9AA,negative
1963,1.4411715346177389e-05,0.03128387114528134,9AA,negative
1974,0.0,0.0039767636227052705,9AA,negative
1977,0.009487726359925817,0.006469880760891869,9AA,negative
1991,0.0,0.004916484254063234,9AA,negative
1992,0.0,0.000215662692029729,9AA,negative
1995,0.0,0.0009165664411263482,9AA,negative
2001,0.0,0.03356250644712657,9AA,negative
2004,0.008518238705531691,0.04792104662531237,9AA,negative
2018,0.0,0.004636747878639173,9AA,negative
2034,0.0,0.033400759428104276,9AA,negative
2038,5.85391483761546e-07,0.0026243202206992517,9AA,negative
2044,0.0,0.0039897598025499855,9AA,negative
adduct_+Cl,0.0,0.10662366134961661,9AA,positive
adduct_+H,0.3030518440905887,0.050893345259580315,9AA,positive
adduct_+K,1.1077103287303314e-05,0.05154043165830353,9AA,positive
adduct_+Na,0.09151873514558925,0.3686774756725478,9AA,positive
adduct_-H,0.0,0.10662366134961661,9AA,positive
adduct_[M]+,0.114527938739213,0.04815940522497476,9AA,positive
adduct_[M]-,0.0,0.10662366134961661,9AA,positive
1,0.041089388750244135,0.09540405146761644,9AA,positive
8,0.0,0.020852402655493884,9AA,positive
13,0.005855835934906345,0.16839124783428314,9AA,positive
26,1.7610428512456295e-05,0.023914259587971387,9AA,positive
27,0.0,0.020149977986161076,9AA,positive
31,0.0,0.011189029162995443,9AA,positive
35,0.0,0.020149977986161076,9AA,positive
41,5.346500981622798e-07,0.04949809849600928,9AA,positive
45,0.0017694876039622942,0.041840967291507866,9AA,positive
62,0.0020380807685954163,0.06375887194957414,9AA,positive
67,0.0023714181933113714,0.024504735133353397,9AA,positive
69,0.0,0.0828462007339924,9AA,positive
79,0.0,0.014316702337382449,9AA,positive
80,0.0,0.06554221641052824,9AA,positive
81,0.0,0.05429011100088394,9AA,positive
89,0.0,0.020149977986161076,9AA,positive
92,0.0,0.020149977986161076,9AA,positive
106,0.0,0.022659499054034617,9AA,positive
114,0.0,0.043370675989611945,9AA,positive
115,0.0,0.028581563287740124,9AA,positive
116,0.0,0.0035791755843456122,9AA,positive
117,0.002154337305185483,0.10354748242458843,9AA,positive
118,0.0014180938881189096,0.08065228179935935,9AA,positive
119,0.0,0.04706842234614523,9AA,positive
125,0.0,0.0828462007339924,9AA,positive
134,0.0,0.09156998579370984,9AA,positive
140,0.0,0.023410688644893658,9AA,positive
141,0.0,0.002146234605855944,9AA,positive
142,0.0,0.02406187847431689,9AA,positive
143,0.0,0.028581563287740124,9AA,positive
147,0.0012284461298992999,0.06105126182598904,9AA,positive
179,0.0,0.023914259587971387,9AA,positive
183,0.0,0.020149977986161076,9AA,positive
184,0.0,0.020149977986161076,9AA,positive
191,0.0,0.09610943259393934,9AA,positive
192,0.0006021005784809944,0.02165956579867057,9AA,positive
197,0.0,0.011322955578700835,9AA,positive
202,0.0,0.028581563287740124,9AA,positive
221,0.0,0.06214755115145651,9AA,positive
222,0.0002749962274191492,0.005540792308081396,9AA,positive
227,0.0,0.061750389939395994,9AA,positive
228,0.0,0.020149977986161076,9AA,positive
229,0.0,0.025824929081112596,9AA,positive
231,0.0,0.02051149144041769,9AA,positive
237,0.0,0.020149977986161076,9AA,positive
245,0.0,0.020767174851724836,9AA,positive
252,0.0,0.020149977986161076,9AA,positive
255,0.002466500076810611,0.06672373662816708,9AA,positive
259,0.0,0.020149977986161076,9AA,positive
264,0.0,0.020149977986161076,9AA,positive
269,0.0,0.020149977986161076,9AA,positive
275,0.0,0.020149977986161076,9AA,positive
283,0.0,0.041902743355070396,9AA,positive
294,0.00875568820280936,0.10248924579079924,9AA,positive
297,2.1588582942627652e-05,0.06879040103700412,9AA,positive
299,0.0028053826480055276,0.1730852603096365,9AA,positive
301,0.0,0.01654775960504307,9AA,positive
303,0.0,0.02273330849720737,9AA,positive
305,0.0,0.020149977986161076,9AA,positive
309,0.0,0.006882193260943331,9AA,positive
314,0.0,0.009460828920883098,9AA,positive
319,0.023064313612695408,0.25199175088300146,9AA,positive
321,0.0,0.0024079705333993513,9AA,positive
322,0.0,0.020149977986161076,9AA,positive
323,0.0,0.041840967291507866,9AA,positive
325,0.0,0.020149977986161076,9AA,positive
334,0.0,0.0018321514928038543,9AA,positive
336,0.0,0.06214755115145651,9AA,positive
350,0.0,0.014653206024799557,9AA,positive
352,0.0,0.020149977986161076,9AA,positive
361,0.0,0.020149977986161076,9AA,positive
362,0.0,0.002569470836462379,9AA,positive
370,0.0,0.02406187847431689,9AA,positive
371,0.0,0.0005758190405954971,9AA,positive
378,0.0,0.06488401517453767,9AA,positive
387,0.004497947176142556,0.0191779345040308,9AA,positive
389,0.002112544885418568,0.073707072543877,9AA,positive
392,0.0,0.03846614876776393,9AA,positive
394,0.0,0.020149977986161076,9AA,positive
395,0.0,0.020149977986161076,9AA,positive
396,0.0,0.020149977986161076,9AA,positive
398,0.0,0.020149977986161076,9AA,positive
401,0.0,0.06304711477386737,9AA,positive
414,0.053084353658086114,0.25199175088300146,9AA,positive
423,0.0,0.028581563287740124,9AA,positive
431,0.0,0.020149977986161076,9AA,positive
432,0.0,0.020149977986161076,9AA,positive
444,0.0,0.06214755115145651,9AA,positive
446,0.0,0.045602882530037116,9AA,positive
455,0.0,0.020149977986161076,9AA,positive
456,0.0,0.045602882530037116,9AA,positive
457,0.0,0.07026658990045914,9AA,positive
463,0.0,0.024726501962478543,9AA,positive
470,0.0,0.06422999661915225,9AA,positive
473,0.019743161404715766,0.04132652916907129,9AA,positive
478,0.0,0.020149977986161076,9AA,positive
479,0.0,0.020149977986161076,9AA,positive
481,0.0,0.028581563287740124,9AA,positive
482,0.015446564252470419,0.03160641745528069,9AA,positive
486,0.006852576034680305,0.040746854376582764,9AA,positive
487,0.0,0.03511040185629605,9AA,positive
489,0.0,0.001508311155886978,9AA,positive
490,0.0,0.020149977986161076,9AA,positive
498,0.0,0.020149977986161076,9AA,positive
504,0.0,0.018693831302958177,9AA,positive
519,0.0,0.020852402655493884,9AA,positive
528,0.0,0.002146234605855944,9AA,positive
533,0.0,0.028581563287740124,9AA,positive
563,0.0012337058584212504,0.1730852603096365,9AA,positive
573,0.0,0.004291750973772295,9AA,positive
576,0.0,0.02632605965836575,9AA,positive
577,0.0,0.004624261490877439,9AA,positive
590,0.0,0.0070158280815441725,9AA,positive
592,0.0,0.03511040185629605,9AA,positive
598,0.0,0.018693831302958177,9AA,positive
599,0.0,0.028581563287740124,9AA,positive
600,0.0,0.0017798043072951729,9AA,positive
606,0.0,0.020149977986161076,9AA,positive
610,0.0,0.02192080046145135,9AA,positive
622,0.0,0.025891746491413018,9AA,positive
623,0.0,0.029346773764475725,9AA,positive
628,0.07759471029255906,0.25199175088300146,9AA,positive
636,0.0,0.020149977986161076,9AA,positive
640,9.06078088061322e-05,0.023619021815280385,9AA,positive
643,0.0,0.06891234298755554,9AA,positive
650,0.008896695039071267,0.01753787460503333,9AA,positive
652,0.0,0.03511040185629605,9AA,positive
656,0.0,0.015815329689486284,9AA,positive
663,0.0,0.020149977986161076,9AA,positive
667,0.0,0.004716717807133938,9AA,positive
675,0.0,0.002669706460942759,9AA,positive
679,0.0,0.020149977986161076,9AA,positive
694,0.007788030788679376,0.04445911867193748,9AA,positive
695,0.0026492968606430132,0.05698951636056747,9AA,positive
697,0.0,0.09156998579370984,9AA,positive
713,0.0,0.03409409624506065,9AA,positive
715,0.06771373377547737,0.21039878433668494,9AA,positive
724,0.0,0.06349713602203072,9AA,positive
727,0.0,0.020149977986161076,9AA,positive
736,0.0005216246930871889,0.07200182872018787,9AA,positive
739,0.0,0.055949114314874177,9AA,positive
745,0.0,0.04066466889010026,9AA,positive
750,0.0,0.003295475079069878,9AA,positive
755,0.0,0.028581563287740124,9AA,positive
758,0.0,0.045602882530037116,9AA,positive
760,0.0,0.009945803700440395,9AA,positive
766,5.9174518553924775e-05,0.023619021815280385,9AA,positive
781,0.0,0.020149977986161076,9AA,positive
785,0.00045469913384731814,0.14299663785529762,9AA,positive
786,0.0,0.0003654174137419518,9AA,positive
794,0.003823040093764704,0.08965973722441638,9AA,positive
795,0.0,0.020149977986161076,9AA,positive
802,0.0,0.041840967291507866,9AA,positive
806,0.0,0.02604492221292162,9AA,positive
807,0.0,0.00844160243052476,9AA,positive
810,0.0,0.06214755115145651,9AA,positive
823,0.005731123559311281,0.015218794455415258,9AA,positive
829,0.0,0.014365743214590448,9AA,positive
832,0.0,0.0027744008319601225,9AA,positive
835,0.0,0.0006281662261041786,9AA,positive
837,0.0,0.020149977986161076,9AA,positive
841,0.0,0.020149977986161076,9AA,positive
849,0.0,0.005980158221887652,9AA,positive
854,0.0,0.002146234605855944,9AA,positive
875,0.0,0.03264233211385684,9AA,positive
881,0.0,0.0018321514928038543,9AA,positive
887,0.0,0.020149977986161076,9AA,positive
888,0.0,0.003295475079069878,9AA,positive
890,0.0,0.020149977986161076,9AA,positive
892,0.0,0.03266464375741729,9AA,positive
898,0.0074252894469893594,0.0704880182299774,9AA,positive
900,0.0,0.023249974599416627,9AA,positive
910,0.0,0.020149977986161076,9AA,positive
913,0.0,0.20240537356430457,9AA,positive
926,0.0,0.008254126893366959,9AA,positive
932,0.0,0.0024095224820823613,9AA,positive
935,0.0,0.022514375226813824,9AA,positive
953,0.0,0.0030884839450122117,9AA,positive
960,0.0,0.0023032761623819884,9AA,positive
966,0.0,0.020149977986161076,9AA,positive
971,0.0,0.020149977986161076,9AA,positive
976,0.0,0.019885469951752326,9AA,positive
980,0.0017167454448638673,0.015641713497094596,9AA,positive
981,0.0,0.011046785930439838,9AA,positive
998,0.0,0.020149977986161076,9AA,positive
1003,0.0,0.014575746802369541,9AA,positive
1004,8.237369860851796e-05,0.0647308816625028,9AA,positive
1017,6.745845995454761e-05,0.025871224018456564,9AA,positive
1019,0.0001465084930173932,0.03455481793602977,9AA,positive
1022,0.0,0.020149977986161076,9AA,positive
1024,0.0,0.03161770004724366,9AA,positive
1027,0.0,0.020149977986161076,9AA,positive
1028,0.0,0.03511040185629605,9AA,positive
1035,0.007945765210387819,0.04419880868600882,9AA,positive
1041,0.0,0.020149977986161076,9AA,positive
1057,0.0,0.0936349856493401,9AA,positive
1060,0.0,0.04637847891793944,9AA,positive
1061,0.0,0.011231899006531824,9AA,positive
1065,0.0,0.020149977986161076,9AA,positive
1070,0.0,0.028581563287740124,9AA,positive
1088,0.0,0.05468999319648532,9AA,positive
1093,0.0,0.014189918210542113,9AA,positive
1097,0.0023308751036309233,0.014365743214590448,9AA,positive
1101,0.0,0.00417616238468338,9AA,positive
1104,0.0,0.03310802680385845,9AA,positive
1114,0.0,0.0068627234188306544,9AA,positive
1120,0.0,0.028581563287740124,9AA,positive
1126,0.0,0.009517105265076584,9AA,positive
1128,0.0,0.020149977986161076,9AA,positive
1134,0.0,0.020149977986161076,9AA,positive
1136,0.0,0.043022588955871105,9AA,positive
1137,0.0,0.020149977986161076,9AA,positive
