,name_short,adduct,matrix,polarity,observed_value,prediction,fold,model_type
58,2-Oxoglutaric acid,-H,MAPS,negative,2.590950985182533,-2.0974276065826416,0.0,NN
59,2-Oxoglutaric acid,-H,MAPS,positive,-1.0,2.5508880615234375,0.0,NN
60,2-Oxoglutaric acid,-H,NEDC,negative,-1.0,-2.0586307048797607,0.0,NN
61,2-Oxoglutaric acid,-H,NEDC,positive,-1.0,0.8888648748397827,0.0,NN
62,2-Oxoglutaric acid,-H,NOR,negative,4.565696544556646,2.6856353282928467,0.0,NN
63,2-Oxoglutaric acid,-H,NOR,positive,-1.0,0.5064387321472168,0.0,NN
64,2-Oxoglutaric acid,-H,pNA,negative,3.7901349791674126,0.2565363347530365,0.0,NN
65,2-Oxoglutaric acid,-H,pNA,positive,-1.0,-0.05514058470726013,0.0,NN
66,3-Hydroxyanthranilic acid,+Cl,9AA,negative,1.6294718842906937,3.4483139514923096,0.0,NN
67,3-Hydroxyanthranilic acid,+Cl,9AA,positive,-1.0,2.4722135066986084,0.0,NN
68,3-Hydroxyanthranilic acid,+Cl,CHCA,negative,0.0,-1.123595952987671,0.0,NN
69,3-Hydroxyanthranilic acid,+Cl,CHCA,positive,-1.0,-2.1599173545837402,0.0,NN
70,3-Hydroxyanthranilic acid,+Cl,CMBT,negative,0.0,-1.7112650871276855,0.0,NN
71,3-Hydroxyanthranilic acid,+Cl,CMBT,positive,-1.0,-0.7430094480514526,0.0,NN
72,3-Hydroxyanthranilic acid,+Cl,ClCCA,negative,0.0,-2.4762752056121826,0.0,NN
73,3-Hydroxyanthranilic acid,+Cl,ClCCA,positive,-1.0,-1.5362679958343506,0.0,NN
74,3-Hydroxyanthranilic acid,+Cl,DAN,negative,0.0,3.117727756500244,0.0,NN
75,3-Hydroxyanthranilic acid,+Cl,DAN,positive,-1.0,0.1323176920413971,0.0,NN
76,3-Hydroxyanthranilic acid,+Cl,DHAP,negative,0.0,-0.5117596387863159,0.0,NN
77,3-Hydroxyanthranilic acid,+Cl,DHAP,positive,-1.0,-0.4172947406768799,0.0,NN
78,3-Hydroxyanthranilic acid,+Cl,DHB,negative,0.0,-1.817221760749817,0.0,NN
79,3-Hydroxyanthranilic acid,+Cl,DHB,positive,-1.0,-2.421222448348999,0.0,NN
80,3-Hydroxyanthranilic acid,+Cl,MAPS,negative,0.0,-2.1206741333007812,0.0,NN
81,3-Hydroxyanthranilic acid,+Cl,MAPS,positive,-1.0,3.7324299812316895,0.0,NN
82,3-Hydroxyanthranilic acid,+Cl,NEDC,negative,0.0,-1.9062023162841797,0.0,NN
83,3-Hydroxyanthranilic acid,+Cl,NEDC,positive,-1.0,1.6921323537826538,0.0,NN
84,3-Hydroxyanthranilic acid,+Cl,NOR,negative,0.0,2.7744531631469727,0.0,NN
85,3-Hydroxyanthranilic acid,+Cl,NOR,positive,-1.0,0.6297257542610168,0.0,NN
86,3-Hydroxyanthranilic acid,+Cl,pNA,negative,0.0,0.6811327934265137,0.0,NN
87,3-Hydroxyanthranilic acid,+Cl,pNA,positive,-1.0,-0.20605969429016113,0.0,NN
88,3-Hydroxyanthranilic acid,+H,9AA,negative,-1.0,-1.8062139749526978,0.0,NN
89,3-Hydroxyanthranilic acid,+H,9AA,positive,0.0,-4.012219429016113,0.0,NN
90,3-Hydroxyanthranilic acid,+H,CHCA,negative,-1.0,1.11622953414917,0.0,NN
91,3-Hydroxyanthranilic acid,+H,CHCA,positive,2.932203129113515,4.592367172241211,0.0,NN
92,3-Hydroxyanthranilic acid,+H,CMBT,negative,-1.0,1.1445142030715942,0.0,NN
93,3-Hydroxyanthranilic acid,+H,CMBT,positive,-1.0,0.5000695586204529,0.0,NN
94,3-Hydroxyanthranilic acid,+H,ClCCA,negative,-1.0,1.2169716358184814,0.0,NN
95,3-Hydroxyanthranilic acid,+H,ClCCA,positive,2.11534785882126,2.587343692779541,0.0,NN
96,3-Hydroxyanthranilic acid,+H,DAN,negative,-1.0,-1.7374759912490845,0.0,NN
97,3-Hydroxyanthranilic acid,+H,DAN,positive,0.0,-0.2943234145641327,0.0,NN
98,3-Hydroxyanthranilic acid,+H,DHAP,negative,-1.0,0.24240988492965698,0.0,NN
99,3-Hydroxyanthranilic acid,+H,DHAP,positive,1.3901428036874959,0.3406903147697449,0.0,NN
100,3-Hydroxyanthranilic acid,+H,DHB,negative,-1.0,1.0997625589370728,0.0,NN
101,3-Hydroxyanthranilic acid,+H,DHB,positive,-1.0,3.555091142654419,0.0,NN
102,3-Hydroxyanthranilic acid,+H,MAPS,negative,-1.0,0.49863824248313904,0.0,NN
103,3-Hydroxyanthranilic acid,+H,MAPS,positive,0.0,-4.867237091064453,0.0,NN
104,3-Hydroxyanthranilic acid,+H,NEDC,negative,-1.0,0.9919734597206116,0.0,NN
105,3-Hydroxyanthranilic acid,+H,NEDC,positive,0.0,-2.909738540649414,0.0,NN
106,3-Hydroxyanthranilic acid,+H,NOR,negative,-1.0,-1.3279187679290771,0.0,NN
107,3-Hydroxyanthranilic acid,+H,NOR,positive,0.0,-1.411645770072937,0.0,NN
108,3-Hydroxyanthranilic acid,+H,pNA,negative,-1.0,0.1802257001399994,0.0,NN
109,3-Hydroxyanthranilic acid,+H,pNA,positive,0.0,1.2180685997009277,0.0,NN
110,3-Hydroxyanthranilic acid,-H,9AA,negative,3.751006390785782,4.1451873779296875,0.0,NN
111,3-Hydroxyanthranilic acid,-H,9AA,positive,-1.0,3.84040904045105,0.0,NN
112,3-Hydroxyanthranilic acid,-H,CHCA,negative,0.0,-1.10969877243042,0.0,NN
113,3-Hydroxyanthranilic acid,-H,CHCA,positive,-1.0,-4.930657863616943,0.0,NN
114,3-Hydroxyanthranilic acid,-H,CMBT,negative,0.0,-3.2616755962371826,0.0,NN
115,3-Hydroxyanthranilic acid,-H,CMBT,positive,-1.0,-0.8598790764808655,0.0,NN
116,3-Hydroxyanthranilic acid,-H,ClCCA,negative,0.0,-3.8689496517181396,0.0,NN
117,3-Hydroxyanthranilic acid,-H,ClCCA,positive,-1.0,-2.9544999599456787,0.0,NN
118,3-Hydroxyanthranilic acid,-H,DAN,negative,-1.0,5.271092891693115,0.0,NN
119,3-Hydroxyanthranilic acid,-H,DAN,positive,-1.0,0.3337559103965759,0.0,NN
120,3-Hydroxyanthranilic acid,-H,DHAP,negative,0.0,-0.18860940635204315,0.0,NN
121,3-Hydroxyanthranilic acid,-H,DHAP,positive,-1.0,0.03917182981967926,0.0,NN
122,3-Hydroxyanthranilic acid,-H,DHB,negative,0.0,-2.708747625350952,0.0,NN
123,3-Hydroxyanthranilic acid,-H,DHB,positive,-1.0,-5.479633808135986,0.0,NN
124,3-Hydroxyanthranilic acid,-H,MAPS,negative,2.9783962542713494,-2.1646299362182617,0.0,NN
125,3-Hydroxyanthranilic acid,-H,MAPS,positive,-1.0,8.441791534423828,0.0,NN
126,3-Hydroxyanthranilic acid,-H,NEDC,negative,0.0,-3.9170548915863037,0.0,NN
127,3-Hydroxyanthranilic acid,-H,NEDC,positive,-1.0,4.407115459442139,0.0,NN
128,3-Hydroxyanthranilic acid,-H,NOR,negative,0.0,4.201620101928711,0.0,NN
129,3-Hydroxyanthranilic acid,-H,NOR,positive,-1.0,0.210922971367836,0.0,NN
130,3-Hydroxyanthranilic acid,-H,pNA,negative,0.0,2.094130754470825,0.0,NN
131,3-Hydroxyanthranilic acid,-H,pNA,positive,-1.0,-1.418913722038269,0.0,NN
132,3-Hydroxyanthranilic acid,[M]+,9AA,negative,-1.0,-1.2809269428253174,0.0,NN
133,3-Hydroxyanthranilic acid,[M]+,9AA,positive,0.0,-3.2521591186523438,0.0,NN
134,3-Hydroxyanthranilic acid,[M]+,CHCA,negative,-1.0,0.7043188214302063,0.0,NN
135,3-Hydroxyanthranilic acid,[M]+,CHCA,positive,0.0,3.942789316177368,0.0,NN
136,3-Hydroxyanthranilic acid,[M]+,CMBT,negative,-1.0,0.9705445766448975,0.0,NN
137,3-Hydroxyanthranilic acid,[M]+,CMBT,positive,0.0,0.4689362049102783,0.0,NN
138,3-Hydroxyanthranilic acid,[M]+,ClCCA,negative,-1.0,0.43244698643684387,0.0,NN
139,3-Hydroxyanthranilic acid,[M]+,ClCCA,positive,-1.0,2.2268083095550537,0.0,NN
140,3-Hydroxyanthranilic acid,[M]+,DAN,negative,-1.0,-1.1613290309906006,0.0,NN
141,3-Hydroxyanthranilic acid,[M]+,DAN,positive,-1.0,-0.16197676956653595,0.0,NN
142,3-Hydroxyanthranilic acid,[M]+,DHAP,negative,-1.0,-0.03872796893119812,0.0,NN
143,3-Hydroxyanthranilic acid,[M]+,DHAP,positive,-1.0,0.40783435106277466,0.0,NN
144,3-Hydroxyanthranilic acid,[M]+,DHB,negative,-1.0,0.43486618995666504,0.0,NN
145,3-Hydroxyanthranilic acid,[M]+,DHB,positive,2.04500602381177,3.2296996116638184,0.0,NN
146,3-Hydroxyanthranilic acid,[M]+,MAPS,negative,-1.0,0.360183984041214,0.0,NN
147,3-Hydroxyanthranilic acid,[M]+,MAPS,positive,0.0,-4.550640106201172,0.0,NN
148,3-Hydroxyanthranilic acid,[M]+,NEDC,negative,-1.0,0.8124905228614807,0.0,NN
149,3-Hydroxyanthranilic acid,[M]+,NEDC,positive,0.0,-2.8630332946777344,0.0,NN
150,3-Hydroxyanthranilic acid,[M]+,NOR,negative,-1.0,-0.8871912360191345,0.0,NN
151,3-Hydroxyanthranilic acid,[M]+,NOR,positive,0.0,-1.200526475906372,0.0,NN
152,3-Hydroxyanthranilic acid,[M]+,pNA,negative,-1.0,0.19361227750778198,0.0,NN
153,3-Hydroxyanthranilic acid,[M]+,pNA,positive,0.0,1.6226181983947754,0.0,NN
154,3-Hydroxymethylglutaric acid,+H,9AA,negative,-1.0,-0.7067631483078003,0.0,NN
155,3-Hydroxymethylglutaric acid,+H,9AA,positive,0.0,-2.8039112091064453,0.0,NN
156,3-Hydroxymethylglutaric acid,+H,CHCA,negative,-1.0,0.746862530708313,0.0,NN
157,3-Hydroxymethylglutaric acid,+H,CHCA,positive,0.0,4.338596820831299,0.0,NN
158,3-Hydroxymethylglutaric acid,+H,CMBT,negative,-1.0,0.7816529273986816,0.0,NN
159,3-Hydroxymethylglutaric acid,+H,CMBT,positive,1.6576265080594594,0.2269245982170105,0.0,NN
160,3-Hydroxymethylglutaric acid,+H,ClCCA,negative,-1.0,0.6878864765167236,0.0,NN
161,3-Hydroxymethylglutaric acid,+H,ClCCA,positive,2.9241848684511247,2.049865961074829,0.0,NN
162,3-Hydroxymethylglutaric acid,+H,DAN,negative,-1.0,-1.2591745853424072,0.0,NN
163,3-Hydroxymethylglutaric acid,+H,DAN,positive,0.0,-0.06586583703756332,0.0,NN
164,3-Hydroxymethylglutaric acid,+H,DHAP,negative,-1.0,0.10232028365135193,0.0,NN
165,3-Hydroxymethylglutaric acid,+H,DHAP,positive,1.0997582755283675,-0.037803053855895996,0.0,NN
166,3-Hydroxymethylglutaric acid,+H,DHB,negative,-1.0,0.7986252307891846,0.0,NN
167,3-Hydroxymethylglutaric acid,+H,DHB,positive,0.0,3.3391427993774414,0.0,NN
168,3-Hydroxymethylglutaric acid,+H,MAPS,negative,-1.0,-0.004806160926818848,0.0,NN
169,3-Hydroxymethylglutaric acid,+H,MAPS,positive,0.0,-4.879798412322998,0.0,NN
170,3-Hydroxymethylglutaric acid,+H,NEDC,negative,-1.0,0.682049572467804,0.0,NN
171,3-Hydroxymethylglutaric acid,+H,NEDC,positive,0.0,-3.134521484375,0.0,NN
172,3-Hydroxymethylglutaric acid,+H,NOR,negative,-1.0,-0.7884843945503235,0.0,NN
173,3-Hydroxymethylglutaric acid,+H,NOR,positive,0.0,-0.7195367813110352,0.0,NN
174,3-Hydroxymethylglutaric acid,+H,pNA,negative,-1.0,0.016390260308980942,0.0,NN
175,3-Hydroxymethylglutaric acid,+H,pNA,positive,0.0,1.5214320421218872,0.0,NN
176,3-Hydroxymethylglutaric acid,+K,9AA,negative,-1.0,-1.234268069267273,0.0,NN
177,3-Hydroxymethylglutaric acid,+K,9AA,positive,0.0,-3.080883502960205,0.0,NN
178,3-Hydroxymethylglutaric acid,+K,CHCA,negative,-1.0,0.7015535235404968,0.0,NN
179,3-Hydroxymethylglutaric acid,+K,CHCA,positive,0.0,4.017993450164795,0.0,NN
180,3-Hydroxymethylglutaric acid,+K,CMBT,negative,-1.0,0.9815912246704102,0.0,NN
181,3-Hydroxymethylglutaric acid,+K,CMBT,positive,2.6885486673163177,0.408823698759079,0.0,NN
182,3-Hydroxymethylglutaric acid,+K,ClCCA,negative,-1.0,0.4149017632007599,0.0,NN
183,3-Hydroxymethylglutaric acid,+K,ClCCA,positive,3.0092508022840865,1.98236083984375,0.0,NN
184,3-Hydroxymethylglutaric acid,+K,DAN,negative,-1.0,-1.256413459777832,0.0,NN
185,3-Hydroxymethylglutaric acid,+K,DAN,positive,0.0,0.021507058292627335,0.0,NN
186,3-Hydroxymethylglutaric acid,+K,DHAP,negative,-1.0,-0.07716809213161469,0.0,NN
187,3-Hydroxymethylglutaric acid,+K,DHAP,positive,2.2466108082749097,0.22271087765693665,0.0,NN
188,3-Hydroxymethylglutaric acid,+K,DHB,negative,-1.0,0.5788092613220215,0.0,NN
189,3-Hydroxymethylglutaric acid,+K,DHB,positive,-1.0,3.3866217136383057,0.0,NN
190,3-Hydroxymethylglutaric acid,+K,MAPS,negative,-1.0,0.2704026401042938,0.0,NN
191,3-Hydroxymethylglutaric acid,+K,MAPS,positive,0.0,-4.910247802734375,0.0,NN
192,3-Hydroxymethylglutaric acid,+K,NEDC,negative,-1.0,0.693304717540741,0.0,NN
193,3-Hydroxymethylglutaric acid,+K,NEDC,positive,0.0,-3.113372802734375,0.0,NN
194,3-Hydroxymethylglutaric acid,+K,NOR,negative,-1.0,-0.8274442553520203,0.0,NN
195,3-Hydroxymethylglutaric acid,+K,NOR,positive,-1.0,-0.790887176990509,0.0,NN
196,3-Hydroxymethylglutaric acid,+K,pNA,negative,-1.0,0.18253140151500702,0.0,NN
197,3-Hydroxymethylglutaric acid,+K,pNA,positive,0.0,2.0866293907165527,0.0,NN
198,3-Hydroxymethylglutaric acid,+Na,9AA,negative,-1.0,0.1406172215938568,0.0,NN
199,3-Hydroxymethylglutaric acid,+Na,9AA,positive,0.0,-1.7244296073913574,0.0,NN
200,3-Hydroxymethylglutaric acid,+Na,CHCA,negative,-1.0,-0.19787195324897766,0.0,NN
201,3-Hydroxymethylglutaric acid,+Na,CHCA,positive,0.0,3.3003149032592773,0.0,NN
202,3-Hydroxymethylglutaric acid,+Na,CMBT,negative,-1.0,0.6635230779647827,0.0,NN
203,3-Hydroxymethylglutaric acid,+Na,CMBT,positive,2.908911345716968,0.27745145559310913,0.0,NN
204,3-Hydroxymethylglutaric acid,+Na,ClCCA,negative,-1.0,0.43349745869636536,0.0,NN
205,3-Hydroxymethylglutaric acid,+Na,ClCCA,positive,3.6852068510444345,0.8456496000289917,0.0,NN
206,3-Hydroxymethylglutaric acid,+Na,DAN,negative,-1.0,-0.40653395652770996,0.0,NN
207,3-Hydroxymethylglutaric acid,+Na,DAN,positive,0.0,0.5466443300247192,0.0,NN
208,3-Hydroxymethylglutaric acid,+Na,DHAP,negative,-1.0,0.05362044274806976,0.0,NN
209,3-Hydroxymethylglutaric acid,+Na,DHAP,positive,2.852980363859103,-0.24589277803897858,0.0,NN
210,3-Hydroxymethylglutaric acid,+Na,DHB,negative,-1.0,0.677626371383667,0.0,NN
211,3-Hydroxymethylglutaric acid,+Na,DHB,positive,0.0,3.5616164207458496,0.0,NN
212,3-Hydroxymethylglutaric acid,+Na,MAPS,negative,-1.0,0.011283040046691895,0.0,NN
213,3-Hydroxymethylglutaric acid,+Na,MAPS,positive,1.7719410187269415,-5.113936901092529,0.0,NN
214,3-Hydroxymethylglutaric acid,+Na,NEDC,negative,-1.0,0.8764883875846863,0.0,NN
215,3-Hydroxymethylglutaric acid,+Na,NEDC,positive,1.6305229618842967,-3.5174083709716797,0.0,NN
216,3-Hydroxymethylglutaric acid,+Na,NOR,negative,-1.0,-0.3003697991371155,0.0,NN
217,3-Hydroxymethylglutaric acid,+Na,NOR,positive,0.0,0.5962726473808289,0.0,NN
218,3-Hydroxymethylglutaric acid,+Na,pNA,negative,-1.0,-0.2146887183189392,0.0,NN
219,3-Hydroxymethylglutaric acid,+Na,pNA,positive,0.0,1.798255443572998,0.0,NN
220,3-Hydroxymethylglutaric acid,-H,9AA,negative,0.0,4.101233005523682,0.0,NN
221,3-Hydroxymethylglutaric acid,-H,9AA,positive,-1.0,3.2008872032165527,0.0,NN
222,3-Hydroxymethylglutaric acid,-H,CHCA,negative,0.0,-0.04980498552322388,0.0,NN
223,3-Hydroxymethylglutaric acid,-H,CHCA,positive,-1.0,-2.464622974395752,0.0,NN
224,3-Hydroxymethylglutaric acid,-H,CMBT,negative,3.3100213033414287,-2.2295897006988525,0.0,NN
225,3-Hydroxymethylglutaric acid,-H,CMBT,positive,-1.0,-0.7645894885063171,0.0,NN
226,3-Hydroxymethylglutaric acid,-H,ClCCA,negative,2.7640513575848473,-2.8778913021087646,0.0,NN
227,3-Hydroxymethylglutaric acid,-H,ClCCA,positive,-1.0,-1.445734977722168,0.0,NN
228,3-Hydroxymethylglutaric acid,-H,DAN,negative,0.0,3.1275720596313477,0.0,NN
229,3-Hydroxymethylglutaric acid,-H,DAN,positive,-1.0,-0.11303991079330444,0.0,NN
230,3-Hydroxymethylglutaric acid,-H,DHAP,negative,3.4621095455668427,-0.7335920333862305,0.0,NN
231,3-Hydroxymethylglutaric acid,-H,DHAP,positive,-1.0,-0.5277562737464905,0.0,NN
232,3-Hydroxymethylglutaric acid,-H,DHB,negative,0.0,-1.4226242303848267,0.0,NN
233,3-Hydroxymethylglutaric acid,-H,DHB,positive,-1.0,-3.4290432929992676,0.0,NN
234,3-Hydroxymethylglutaric acid,-H,MAPS,negative,3.685888362110946,-2.3711092472076416,0.0,NN
235,3-Hydroxymethylglutaric acid,-H,MAPS,positive,-1.0,5.771437168121338,0.0,NN
236,3-Hydroxymethylglutaric acid,-H,NEDC,negative,2.5478249354679043,-3.1993510723114014,0.0,NN
237,3-Hydroxymethylglutaric acid,-H,NEDC,positive,-1.0,2.8080058097839355,0.0,NN
238,3-Hydroxymethylglutaric acid,-H,NOR,negative,0.0,3.459347724914551,0.0,NN
239,3-Hydroxymethylglutaric acid,-H,NOR,positive,-1.0,0.46590322256088257,0.0,NN
240,3-Hydroxymethylglutaric acid,-H,pNA,negative,0.0,0.9689109325408936,0.0,NN
241,3-Hydroxymethylglutaric acid,-H,pNA,positive,-1.0,-0.6562806367874146,0.0,NN
242,3-Phosphoglyceric acid,+H,9AA,negative,-1.0,-0.7786035537719727,0.0,NN
243,3-Phosphoglyceric acid,+H,9AA,positive,0.0,-3.605815887451172,0.0,NN
244,3-Phosphoglyceric acid,+H,CHCA,negative,-1.0,1.3330559730529785,0.0,NN
245,3-Phosphoglyceric acid,+H,CHCA,positive,2.4734146156863686,5.108306884765625,0.0,NN
246,3-Phosphoglyceric acid,+H,CMBT,negative,-1.0,0.7976001501083374,0.0,NN
247,3-Phosphoglyceric acid,+H,CMBT,positive,0.0,0.23185132443904877,0.0,NN
248,3-Phosphoglyceric acid,+H,ClCCA,negative,-1.0,1.2894937992095947,0.0,NN
249,3-Phosphoglyceric acid,+H,ClCCA,positive,1.7314289170153094,2.869637966156006,0.0,NN
250,3-Phosphoglyceric acid,+H,DAN,negative,-1.0,-1.7331525087356567,0.0,NN
251,3-Phosphoglyceric acid,+H,DAN,positive,-1.0,-0.6370601654052734,0.0,NN
252,3-Phosphoglyceric acid,+H,DHAP,negative,-1.0,0.3526889979839325,0.0,NN
253,3-Phosphoglyceric acid,+H,DHAP,positive,0.0,-0.1338891237974167,0.0,NN
254,3-Phosphoglyceric acid,+H,DHB,negative,-1.0,1.3489103317260742,0.0,NN
255,3-Phosphoglyceric acid,+H,DHB,positive,1.2912760311809517,3.512753963470459,0.0,NN
256,3-Phosphoglyceric acid,+H,MAPS,negative,-1.0,-0.0044054388999938965,0.0,NN
257,3-Phosphoglyceric acid,+H,MAPS,positive,0.0,-4.871149063110352,0.0,NN
258,3-Phosphoglyceric acid,+H,NEDC,negative,-1.0,0.856573760509491,0.0,NN
259,3-Phosphoglyceric acid,+H,NEDC,positive,0.0,-3.0338025093078613,0.0,NN
260,3-Phosphoglyceric acid,+H,NOR,negative,-1.0,-0.9756941199302673,0.0,NN
261,3-Phosphoglyceric acid,+H,NOR,positive,-1.0,-1.1667653322219849,0.0,NN
262,3-Phosphoglyceric acid,+H,pNA,negative,-1.0,-0.04853192716836929,0.0,NN
263,3-Phosphoglyceric acid,+H,pNA,positive,0.0,1.1380561590194702,0.0,NN
264,3-Phosphoglyceric acid,+K,9AA,negative,-1.0,-0.7625432014465332,0.0,NN
265,3-Phosphoglyceric acid,+K,9AA,positive,-1.0,-3.4069690704345703,0.0,NN
266,3-Phosphoglyceric acid,+K,CHCA,negative,-1.0,0.9652130007743835,0.0,NN
267,3-Phosphoglyceric acid,+K,CHCA,positive,1.954454972227479,4.48672342300415,0.0,NN
268,3-Phosphoglyceric acid,+K,CMBT,negative,-1.0,0.8655557632446289,0.0,NN
269,3-Phosphoglyceric acid,+K,CMBT,positive,0.0,0.2873460352420807,0.0,NN
270,3-Phosphoglyceric acid,+K,ClCCA,negative,-1.0,0.7713009119033813,0.0,NN
271,3-Phosphoglyceric acid,+K,ClCCA,positive,1.841377955737232,2.561525344848633,0.0,NN
272,3-Phosphoglyceric acid,+K,DAN,negative,-1.0,-1.4270246028900146,0.0,NN
273,3-Phosphoglyceric acid,+K,DAN,positive,-1.0,-0.5188212394714355,0.0,NN
274,3-Phosphoglyceric acid,+K,DHAP,negative,-1.0,0.061219722032547,0.0,NN
275,3-Phosphoglyceric acid,+K,DHAP,positive,0.0,-0.07523803412914276,0.0,NN
276,3-Phosphoglyceric acid,+K,DHB,negative,-1.0,0.8470879197120667,0.0,NN
277,3-Phosphoglyceric acid,+K,DHB,positive,1.2563264642590815,3.2825682163238525,0.0,NN
