,name_short,Matrix short,Polarity,detectability,intensity,log10_intensity
190,Acetyl-CoA,ClCCA,positive,1,309.01556,2.4913834920683033
191,Acetyl-CoA,DAN,negative,1,1439.2262,3.1584307071625304
192,Acetyl-CoA,DAN,positive,0,0.0,0.0
193,Acetyl-CoA,DHAP,negative,0,0.0,0.0
194,Acetyl-CoA,DHAP,positive,0,0.0,0.0
195,Acetyl-CoA,DHB,negative,1,13952.669,4.144688416709737
196,Acetyl-CoA,DHB,positive,1,4155.728,3.6187516069060432
197,Acetyl-CoA,MAPS,negative,0,0.0,0.0
198,Acetyl-CoA,MAPS,positive,0,0.0,0.0
199,Acetyl-CoA,NEDC,negative,0,0.0,0.0
200,Acetyl-CoA,NEDC,positive,0,0.0,0.0
201,Acetyl-CoA,NOR,negative,1,47726.6,4.678769596256826
202,Acetyl-CoA,NOR,positive,1,62.406204,1.8021317536411339
203,Acetyl-CoA,pNA,negative,1,1434.233,3.1569224114533183
204,Acetyl-CoA,pNA,positive,1,122.43919,2.0914530632520743
205,Acetylcarnitine,9AA,negative,0,0.0,0.0
206,Acetylcarnitine,9AA,positive,1,72196.945,4.858524836241916
207,Acetylcarnitine,CHCA,negative,0,0.0,0.0
208,Acetylcarnitine,CHCA,positive,1,206221.31,5.314335647299428
209,Acetylcarnitine,CMBT,negative,0,0.0,0.0
210,Acetylcarnitine,CMBT,positive,1,8852.297,3.9471050336647338
211,Acetylcarnitine,ClCCA,negative,0,0.0,0.0
212,Acetylcarnitine,ClCCA,positive,1,25760.895,4.4109778058063185
213,Acetylcarnitine,DAN,negative,0,0.0,0.0
214,Acetylcarnitine,DAN,positive,1,13596.422,4.133456576215523
215,Acetylcarnitine,DHAP,negative,0,0.0,0.0
216,Acetylcarnitine,DHAP,positive,1,3707.928,3.5692484026178515
217,Acetylcarnitine,DHB,negative,0,0.0,0.0
218,Acetylcarnitine,DHB,positive,1,74550.02,4.872453589805661
219,Acetylcarnitine,MAPS,negative,0,0.0,0.0
220,Acetylcarnitine,MAPS,positive,0,0.0,0.0
221,Acetylcarnitine,NEDC,negative,0,0.0,0.0
222,Acetylcarnitine,NEDC,positive,1,1091.1395,3.0382781147522624
223,Acetylcarnitine,NOR,negative,0,0.0,0.0
224,Acetylcarnitine,NOR,positive,1,48241.57,4.68343043568036
225,Acetylcarnitine,pNA,negative,0,0.0,0.0
226,Acetylcarnitine,pNA,positive,1,84189.125,4.925261154332001
227,Adenine,9AA,negative,1,2550.6094,3.40681419340028
228,Adenine,9AA,positive,0,0.0,0.0
229,Adenine,CHCA,negative,0,0.0,0.0
230,Adenine,CHCA,positive,1,17318.488,4.238535049225127
231,Adenine,CMBT,negative,0,0.0,0.0
232,Adenine,CMBT,positive,1,874.0682,2.942041901855954
233,Adenine,ClCCA,negative,0,0.0,0.0
234,Adenine,ClCCA,positive,1,277.7199,2.4451679775100605
235,Adenine,DAN,negative,1,6570.248,3.8176478578462882
236,Adenine,DAN,positive,0,0.0,0.0
237,Adenine,DHAP,negative,0,0.0,0.0
238,Adenine,DHAP,positive,1,604.89197,2.782395196748388
239,Adenine,DHB,negative,0,0.0,0.0
240,Adenine,DHB,positive,1,1570.2814,3.196253969586917
241,Adenine,MAPS,negative,1,54.013977,1.7404730415453513
242,Adenine,MAPS,positive,0,0.0,0.0
243,Adenine,NEDC,negative,0,0.0,0.0
244,Adenine,NEDC,positive,0,0.0,0.0
245,Adenine,NOR,negative,1,2687.2866,3.4294755672699675
246,Adenine,NOR,positive,0,0.0,0.0
247,Adenine,pNA,negative,1,543.2665,2.7358116039976155
248,Adenine,pNA,positive,1,3943.3755,3.59597825257123
249,Adenosine diphosphate,9AA,negative,1,869459.6,5.939249906533922
250,Adenosine diphosphate,9AA,positive,0,0.0,0.0
251,Adenosine diphosphate,CHCA,negative,1,33588.35,4.526201599728994
252,Adenosine diphosphate,CHCA,positive,1,4367.9077,3.6403728696571287
253,Adenosine diphosphate,CMBT,negative,0,0.0,0.0
254,Adenosine diphosphate,CMBT,positive,0,0.0,0.0
255,Adenosine diphosphate,ClCCA,negative,1,1115.4866,3.047853515064438
256,Adenosine diphosphate,ClCCA,positive,1,856.00726,2.9329845009950577
257,Adenosine diphosphate,DAN,negative,0,0.0,0.0
258,Adenosine diphosphate,DAN,positive,0,0.0,0.0
259,Adenosine diphosphate,DHAP,negative,0,0.0,0.0
260,Adenosine diphosphate,DHAP,positive,0,0.0,0.0
261,Adenosine diphosphate,DHB,negative,1,24084.432,4.3817544402927044
262,Adenosine diphosphate,DHB,positive,1,7042.129,3.84776564288262
263,Adenosine diphosphate,MAPS,negative,0,0.0,0.0
264,Adenosine diphosphate,MAPS,positive,0,0.0,0.0
265,Adenosine diphosphate,NEDC,negative,0,0.0,0.0
266,Adenosine diphosphate,NEDC,positive,0,0.0,0.0
267,Adenosine diphosphate,NOR,negative,1,82661.945,4.917310873658801
268,Adenosine diphosphate,NOR,positive,0,0.0,0.0
269,Adenosine diphosphate,pNA,negative,0,0.0,0.0
270,Adenosine diphosphate,pNA,positive,0,0.0,0.0
271,Adenosine monophosphate,9AA,negative,1,405090.22,5.607552830330284
272,Adenosine monophosphate,9AA,positive,1,37.335915,1.58360583343831
273,Adenosine monophosphate,CHCA,negative,0,0.0,0.0
274,Adenosine monophosphate,CHCA,positive,1,9272.839,3.9672595519847884
275,Adenosine monophosphate,CMBT,negative,0,0.0,0.0
276,Adenosine monophosphate,CMBT,positive,1,577.3727,2.7622077854635716
277,Adenosine monophosphate,ClCCA,negative,1,772.64923,2.8885440976275274
278,Adenosine monophosphate,ClCCA,positive,1,2516.969,3.4010503789839905
279,Adenosine monophosphate,DAN,negative,0,0.0,0.0
280,Adenosine monophosphate,DAN,positive,1,138.20456,2.143653461929722
281,Adenosine monophosphate,DHAP,negative,1,2260.5806,3.354412070088341
282,Adenosine monophosphate,DHAP,positive,1,443.10007,2.6474808416281035
283,Adenosine monophosphate,DHB,negative,1,7392.9844,3.868878529953471
284,Adenosine monophosphate,DHB,positive,1,20602.14,4.313933413609562
285,Adenosine monophosphate,MAPS,negative,0,0.0,0.0
286,Adenosine monophosphate,MAPS,positive,0,0.0,0.0
287,Adenosine monophosphate,NEDC,negative,1,680.76245,2.8336330775515917
288,Adenosine monophosphate,NEDC,positive,0,0.0,0.0
289,Adenosine monophosphate,NOR,negative,1,51646.18,4.713046613486352
290,Adenosine monophosphate,NOR,positive,1,6082.1196,3.7841263551953612
291,Adenosine monophosphate,pNA,negative,0,0.0,0.0
292,Adenosine monophosphate,pNA,positive,1,693.52423,2.841687401652808
293,Adenosine triphosphate,9AA,negative,1,188954.58,5.276359721484188
294,Adenosine triphosphate,9AA,positive,0,0.0,0.0
295,Adenosine triphosphate,CHCA,negative,1,16537.125,4.218486270131139
296,Adenosine triphosphate,CHCA,positive,1,1494.2412,3.1747112551218057
297,Adenosine triphosphate,CMBT,negative,0,0.0,0.0
298,Adenosine triphosphate,CMBT,positive,0,0.0,0.0
299,Adenosine triphosphate,ClCCA,negative,1,340.3004,2.5331367972668923
300,Adenosine triphosphate,ClCCA,positive,1,110.72633,2.048155533242649
301,Adenosine triphosphate,DAN,negative,1,20080.72,4.3028009074031734
302,Adenosine triphosphate,DAN,positive,0,0.0,0.0
303,Adenosine triphosphate,DHAP,negative,0,0.0,0.0
304,Adenosine triphosphate,DHAP,positive,0,0.0,0.0
305,Adenosine triphosphate,DHB,negative,1,1309.5391,3.1174499826736355
306,Adenosine triphosphate,DHB,positive,0,0.0,0.0
307,Adenosine triphosphate,MAPS,negative,0,0.0,0.0
308,Adenosine triphosphate,MAPS,positive,0,0.0,0.0
309,Adenosine triphosphate,NEDC,negative,0,0.0,0.0
310,Adenosine triphosphate,NEDC,positive,0,0.0,0.0
311,Adenosine triphosphate,NOR,negative,1,51961.008,4.715685925435432
312,Adenosine triphosphate,NOR,positive,0,0.0,0.0
313,Adenosine triphosphate,pNA,negative,1,1565.5999,3.194958094484483
314,Adenosine triphosphate,pNA,positive,0,0.0,0.0
315,Agmatine,9AA,negative,0,0.0,0.0
316,Agmatine,9AA,positive,1,23242.79,4.366306943076614
317,Agmatine,CHCA,negative,0,0.0,0.0
318,Agmatine,CHCA,positive,1,154435.62,5.188750288086613
319,Agmatine,CMBT,negative,0,0.0,0.0
320,Agmatine,CMBT,positive,1,11584.733,4.0639235157077644
321,Agmatine,ClCCA,negative,0,0.0,0.0
322,Agmatine,ClCCA,positive,1,16132.004,4.207715241484096
323,Agmatine,DAN,negative,0,0.0,0.0
324,Agmatine,DAN,positive,1,16097.67,4.206789998049234
325,Agmatine,DHAP,negative,0,0.0,0.0
326,Agmatine,DHAP,positive,1,3640.3054,3.561257105182931
327,Agmatine,DHB,negative,0,0.0,0.0
328,Agmatine,DHB,positive,1,40941.043,4.612169510077562
329,Agmatine,MAPS,negative,0,0.0,0.0
330,Agmatine,MAPS,positive,0,0.0,0.0
331,Agmatine,NEDC,negative,0,0.0,0.0
332,Agmatine,NEDC,positive,1,1098.5364,3.0412096111933735
333,Agmatine,NOR,negative,0,0.0,0.0
334,Agmatine,NOR,positive,1,8298.699,3.9190623423749362
335,Agmatine,pNA,negative,0,0.0,0.0
336,Agmatine,pNA,positive,1,42522.47,4.628628696593577
337,Arginine,9AA,negative,1,6045.505,3.7815044163374036
338,Arginine,9AA,positive,1,4932.095,3.69311947904992
339,Arginine,CHCA,negative,1,23.5185,1.3894938972636084
340,Arginine,CHCA,positive,1,142436.39,5.153624007132357
341,Arginine,CMBT,negative,0,0.0,0.0
342,Arginine,CMBT,positive,1,7383.9805,3.8683493528973147
343,Arginine,ClCCA,negative,0,0.0,0.0
344,Arginine,ClCCA,positive,1,13448.083,4.12869267380932
345,Arginine,DAN,negative,1,5825.8433,3.765433338862351
346,Arginine,DAN,positive,1,16050.156,4.20550631564071
347,Arginine,DHAP,negative,1,92.14985,1.9691821598847066
348,Arginine,DHAP,positive,1,2122.7913,3.327111837403978
349,Arginine,DHB,negative,0,0.0,0.0
350,Arginine,DHB,positive,1,46600.383,4.668398805538839
351,Arginine,MAPS,negative,0,0.0,0.0
352,Arginine,MAPS,positive,1,18.805185,1.2967789034989032
353,Arginine,NEDC,negative,0,0.0,0.0
354,Arginine,NEDC,positive,1,201.90733,2.307297736146466
355,Arginine,NOR,negative,1,2650.2842,3.4234562837030187
356,Arginine,NOR,positive,1,11842.481,4.0734793676656995
357,Arginine,pNA,negative,1,277.5379,2.4448842969639406
358,Arginine,pNA,positive,1,62455.562,4.795578074266211
359,Argininosuccinic acid,9AA,negative,1,27789.115,4.443890343962045
360,Argininosuccinic acid,9AA,positive,1,14.900511,1.2014110816106518
361,Argininosuccinic acid,CHCA,negative,1,49.9853,1.7074449790562414
362,Argininosuccinic acid,CHCA,positive,1,32365.035,4.510089499430628
363,Argininosuccinic acid,CMBT,negative,0,0.0,0.0
364,Argininosuccinic acid,CMBT,positive,1,304.34607,2.4847923347189895
365,Argininosuccinic acid,ClCCA,negative,0,0.0,0.0
366,Argininosuccinic acid,ClCCA,positive,1,3636.7664,3.5608348073035345
367,Argininosuccinic acid,DAN,negative,1,1374.545,3.138474802600664
368,Argininosuccinic acid,DAN,positive,0,0.0,0.0
369,Argininosuccinic acid,DHAP,negative,1,11.063781,1.0814834446269235
370,Argininosuccinic acid,DHAP,positive,1,94.39562,1.9795284349399531
371,Argininosuccinic acid,DHB,negative,0,0.0,0.0
372,Argininosuccinic acid,DHB,positive,1,4634.3423,3.666081810435663
373,Argininosuccinic acid,MAPS,negative,0,0.0,0.0
374,Argininosuccinic acid,MAPS,positive,0,0.0,0.0
375,Argininosuccinic acid,NEDC,negative,0,0.0,0.0
376,Argininosuccinic acid,NEDC,positive,1,12.288447,1.1234742285920651
377,Argininosuccinic acid,NOR,negative,1,3269.5786,3.5146245907516085
378,Argininosuccinic acid,NOR,positive,1,57.192383,1.7648661420801581
379,Argininosuccinic acid,pNA,negative,1,295.31024,2.471746660250386
380,Argininosuccinic acid,pNA,positive,1,1017.1551,3.007813941009907
381,Ascorbic acid,9AA,negative,1,9525.733,3.9789439936786417
382,Ascorbic acid,9AA,positive,0,0.0,0.0
383,Ascorbic acid,CHCA,negative,1,1765.8657,3.2472035399054384
384,Ascorbic acid,CHCA,positive,1,175.75993,2.2473838209021375
385,Ascorbic acid,CMBT,negative,0,0.0,0.0
386,Ascorbic acid,CMBT,positive,0,0.0,0.0
387,Ascorbic acid,ClCCA,negative,1,60.181175,1.7866178134645478
388,Ascorbic acid,ClCCA,positive,1,54.689316,1.7457718837319227
389,Ascorbic acid,DAN,negative,1,8059.088,3.9063397834559312
390,Ascorbic acid,DAN,positive,0,0.0,0.0
391,Ascorbic acid,DHAP,negative,1,544.4009,2.7367158502625806
392,Ascorbic acid,DHAP,positive,0,0.0,0.0
393,Ascorbic acid,DHB,negative,1,1109.1461,3.0453801375690435
394,Ascorbic acid,DHB,positive,1,209.3337,2.322908861614034
395,Ascorbic acid,MAPS,negative,0,0.0,0.0
396,Ascorbic acid,MAPS,positive,0,0.0,0.0
397,Ascorbic acid,NEDC,negative,0,0.0,0.0
398,Ascorbic acid,NEDC,positive,0,0.0,0.0
399,Ascorbic acid,NOR,negative,1,10278.6045,4.011976405829317
400,Ascorbic acid,NOR,positive,0,0.0,0.0
401,Ascorbic acid,pNA,negative,1,1817.4087,3.2596915005616975
402,Ascorbic acid,pNA,positive,0,0.0,0.0
403,Asparagine,9AA,negative,1,1136.5548,3.055972327319788
404,Asparagine,9AA,positive,0,0.0,0.0
405,Asparagine,CHCA,negative,0,0.0,0.0
406,Asparagine,CHCA,positive,1,7012.418,3.845929723639062
407,Asparagine,CMBT,negative,1,36.75878,1.5770179536390747
408,Asparagine,CMBT,positive,1,409.3819,2.6131881978555396
409,Asparagine,ClCCA,negative,0,0.0,0.0
410,Asparagine,ClCCA,positive,1,1109.2064,3.0454037265777845
411,Asparagine,DAN,negative,1,22758.654,4.357165655480814
412,Asparagine,DAN,positive,1,405.66757,2.6092395406573305
413,Asparagine,DHAP,negative,1,159.0339,2.2042119890526943
