,name_short,Matrix short,Polarity,detectability,intensity,log10_intensity
185,Acetyl-CoA,DHAP,negative,0,0.0,0.0
186,Acetyl-CoA,DHAP,positive,0,0.0,0.0
187,Acetyl-CoA,DHB,negative,1,13952.669,4.144688416709737
188,Acetyl-CoA,DHB,positive,1,6407.906000000001,3.806783901794602
189,Acetyl-CoA,MAPS,negative,0,0.0,0.0
190,Acetyl-CoA,MAPS,positive,0,0.0,0.0
191,Acetyl-CoA,NEDC,negative,0,0.0,0.0
192,Acetyl-CoA,NEDC,positive,0,0.0,0.0
193,Acetyl-CoA,NOR,negative,1,47726.6,4.678769596256826
194,Acetyl-CoA,NOR,positive,1,292.658422,2.467842460740619
195,Acetyl-CoA,pNA,negative,1,1434.233,3.1569224114533183
196,Acetyl-CoA,pNA,positive,1,340.664795,2.5336002315792374
197,Acetylcarnitine,9AA,negative,0,0.0,0.0
198,Acetylcarnitine,9AA,positive,1,25648.677632000003,4.409081911220805
199,Acetylcarnitine,CHCA,negative,0,0.0,0.0
200,Acetylcarnitine,CHCA,positive,1,69554.80323666667,4.842333370252151
201,Acetylcarnitine,CMBT,negative,0,0.0,0.0
202,Acetylcarnitine,CMBT,positive,1,4795.52185,3.680926427188733
203,Acetylcarnitine,ClCCA,negative,0,0.0,0.0
204,Acetylcarnitine,ClCCA,positive,1,8935.67102,3.9511757708217607
205,Acetylcarnitine,DAN,negative,0,0.0,0.0
206,Acetylcarnitine,DAN,positive,1,5282.413282,3.722914583632606
207,Acetylcarnitine,DHAP,negative,0,0.0,0.0
208,Acetylcarnitine,DHAP,positive,1,1739.8683833333332,3.240765937945141
209,Acetylcarnitine,DHB,negative,0,0.0,0.0
210,Acetylcarnitine,DHB,positive,1,27215.98712,4.434840047774766
211,Acetylcarnitine,MAPS,negative,0,0.0,0.0
212,Acetylcarnitine,NEDC,negative,0,0.0,0.0
213,Acetylcarnitine,NEDC,positive,1,556.542144,2.746277700805184
214,Acetylcarnitine,NOR,negative,0,0.0,0.0
215,Acetylcarnitine,NOR,positive,1,28198.1845,4.450236549018968
216,Acetylcarnitine,pNA,negative,0,0.0,0.0
217,Acetylcarnitine,pNA,positive,1,32660.58363333333,4.514037238163793
218,Adenine,9AA,negative,1,2550.6094,3.40681419340028
219,Adenine,9AA,positive,0,0.0,0.0
220,Adenine,CHCA,negative,0,0.0,0.0
221,Adenine,CHCA,positive,1,17318.488,4.238535049225127
222,Adenine,CMBT,negative,0,0.0,0.0
223,Adenine,CMBT,positive,1,534.262435,2.7285667654370998
224,Adenine,ClCCA,negative,0,0.0,0.0
225,Adenine,ClCCA,positive,1,277.7199,2.4451679775100605
226,Adenine,DAN,negative,1,6570.248,3.8176478578462882
227,Adenine,DAN,positive,0,0.0,0.0
228,Adenine,DHAP,negative,0,0.0,0.0
229,Adenine,DHAP,positive,1,604.89197,2.782395196748388
230,Adenine,DHB,negative,0,0.0,0.0
231,Adenine,DHB,positive,1,894.1464900000001,2.951894113073125
232,Adenine,MAPS,negative,1,54.013977,1.7404730415453513
233,Adenine,MAPS,positive,0,0.0,0.0
234,Adenine,NEDC,negative,0,0.0,0.0
235,Adenine,NEDC,positive,0,0.0,0.0
236,Adenine,NOR,negative,1,2687.2866,3.4294755672699675
237,Adenine,NOR,positive,0,0.0,0.0
238,Adenine,pNA,negative,1,543.2665,2.7358116039976155
239,Adenine,pNA,positive,1,1803.1293833333332,3.256267679798393
240,Adenosine diphosphate,9AA,negative,1,869459.6,5.939249906533922
241,Adenosine diphosphate,9AA,positive,0,0.0,0.0
242,Adenosine diphosphate,CHCA,negative,1,33588.35,4.526201599728994
243,Adenosine diphosphate,CHCA,positive,1,3457.601466666667,3.538900521309199
244,Adenosine diphosphate,CMBT,negative,0,0.0,0.0
245,Adenosine diphosphate,CMBT,positive,0,0.0,0.0
246,Adenosine diphosphate,ClCCA,negative,1,1115.4866,3.047853515064438
247,Adenosine diphosphate,ClCCA,positive,1,820.2361999999999,2.9144680847727624
248,Adenosine diphosphate,DAN,negative,0,0.0,0.0
249,Adenosine diphosphate,DAN,positive,0,0.0,0.0
250,Adenosine diphosphate,DHAP,negative,0,0.0,0.0
251,Adenosine diphosphate,DHAP,positive,0,0.0,0.0
252,Adenosine diphosphate,DHB,negative,1,24084.432,4.3817544402927044
253,Adenosine diphosphate,DHB,positive,1,6335.7056,3.801863530501365
254,Adenosine diphosphate,MAPS,negative,0,0.0,0.0
255,Adenosine diphosphate,MAPS,positive,0,0.0,0.0
256,Adenosine diphosphate,NEDC,negative,0,0.0,0.0
257,Adenosine diphosphate,NEDC,positive,0,0.0,0.0
258,Adenosine diphosphate,NOR,negative,1,82661.945,4.917310873658801
259,Adenosine diphosphate,NOR,positive,1,841.1808,2.925405336171041
260,Adenosine diphosphate,pNA,negative,0,0.0,0.0
261,Adenosine diphosphate,pNA,positive,0,0.0,0.0
262,Adenosine monophosphate,9AA,negative,1,202784.52393999998,5.307036949194977
263,Adenosine monophosphate,9AA,positive,1,351.6355775,2.547326126262992
264,Adenosine monophosphate,CHCA,negative,0,0.0,0.0
265,Adenosine monophosphate,CHCA,positive,1,9410.910133333333,3.9736777717993763
266,Adenosine monophosphate,CMBT,negative,0,0.0,0.0
267,Adenosine monophosphate,CMBT,positive,1,626.3897,2.7975373845085505
268,Adenosine monophosphate,ClCCA,negative,1,772.64923,2.8885440976275274
269,Adenosine monophosphate,ClCCA,positive,1,2793.4710733333336,3.4462996184225863
270,Adenosine monophosphate,DAN,negative,0,0.0,0.0
271,Adenosine monophosphate,DAN,positive,1,433.23198,2.637721804899343
272,Adenosine monophosphate,DHAP,negative,1,2260.5806,3.354412070088341
273,Adenosine monophosphate,DHAP,positive,1,548.4127786666667,2.7398987563584405
274,Adenosine monophosphate,DHB,negative,1,7392.9844,3.868878529953471
275,Adenosine monophosphate,DHB,positive,1,16999.05238333333,4.230450259599307
276,Adenosine monophosphate,MAPS,negative,0,0.0,0.0
277,Adenosine monophosphate,MAPS,positive,0,0.0,0.0
278,Adenosine monophosphate,NEDC,negative,1,680.76245,2.8336330775515917
279,Adenosine monophosphate,NEDC,positive,0,0.0,0.0
280,Adenosine monophosphate,NOR,negative,1,51646.18,4.713046613486352
281,Adenosine monophosphate,NOR,positive,1,9320.4738,3.9694845832343666
282,Adenosine monophosphate,pNA,negative,0,0.0,0.0
283,Adenosine monophosphate,pNA,positive,1,693.52423,2.841687401652808
284,Adenosine triphosphate,9AA,negative,1,188954.58,5.276359721484188
285,Adenosine triphosphate,9AA,positive,0,0.0,0.0
286,Adenosine triphosphate,CHCA,negative,1,16537.125,4.218486270131139
287,Adenosine triphosphate,CHCA,positive,1,1795.74414,3.2544862370992242
288,Adenosine triphosphate,CMBT,negative,0,0.0,0.0
289,Adenosine triphosphate,CMBT,positive,0,0.0,0.0
290,Adenosine triphosphate,ClCCA,negative,1,340.3004,2.5331367972668923
291,Adenosine triphosphate,ClCCA,positive,1,200.893745,2.305122863995324
292,Adenosine triphosphate,DAN,negative,1,20080.72,4.3028009074031734
293,Adenosine triphosphate,DAN,positive,0,0.0,0.0
294,Adenosine triphosphate,DHAP,negative,0,0.0,0.0
295,Adenosine triphosphate,DHAP,positive,0,0.0,0.0
296,Adenosine triphosphate,DHB,negative,1,1309.5391,3.1174499826736355
297,Adenosine triphosphate,DHB,positive,1,1162.6819,3.0658342793216478
298,Adenosine triphosphate,MAPS,negative,0,0.0,0.0
299,Adenosine triphosphate,MAPS,positive,0,0.0,0.0
300,Adenosine triphosphate,NEDC,negative,0,0.0,0.0
301,Adenosine triphosphate,NEDC,positive,0,0.0,0.0
302,Adenosine triphosphate,NOR,negative,1,51961.008,4.715685925435432
303,Adenosine triphosphate,NOR,positive,0,0.0,0.0
304,Adenosine triphosphate,pNA,negative,1,1565.5999,3.194958094484483
305,Adenosine triphosphate,pNA,positive,1,318.50906,2.504483177524839
306,Agmatine,9AA,negative,0,0.0,0.0
307,Agmatine,9AA,positive,1,11708.332415,4.068532135316052
308,Agmatine,CHCA,negative,0,0.0,0.0
309,Agmatine,CHCA,positive,1,51697.51003133333,4.7134780267594225
310,Agmatine,CMBT,negative,0,0.0,0.0
311,Agmatine,CMBT,positive,1,3982.0355299999997,3.600214180477648
312,Agmatine,ClCCA,negative,0,0.0,0.0
313,Agmatine,ClCCA,positive,1,8105.56339,3.908836783055523
314,Agmatine,DAN,negative,0,0.0,0.0
315,Agmatine,DAN,positive,1,8473.5444,3.9281163593961157
316,Agmatine,DHAP,negative,0,0.0,0.0
317,Agmatine,DHAP,positive,1,1431.1338510000003,3.155983610174411
318,Agmatine,DHB,negative,0,0.0,0.0
319,Agmatine,DHB,positive,1,13872.986370999999,4.142201263537998
320,Agmatine,MAPS,negative,0,0.0,0.0
321,Agmatine,MAPS,positive,0,0.0,0.0
322,Agmatine,NEDC,negative,0,0.0,0.0
323,Agmatine,NEDC,positive,1,1098.5364,3.0412096111933735
324,Agmatine,NOR,negative,0,0.0,0.0
325,Agmatine,NOR,positive,1,8298.699,3.9190623423749362
326,Agmatine,pNA,negative,0,0.0,0.0
327,Agmatine,pNA,positive,1,21773.7776,4.337953727969665
328,Arginine,9AA,negative,1,3332.89163,3.52295147873796
329,Arginine,9AA,positive,1,4932.095,3.69311947904992
330,Arginine,CHCA,negative,1,23.5185,1.3894938972636084
331,Arginine,CHCA,positive,1,49045.5895,4.690608813697082
332,Arginine,CMBT,negative,0,0.0,0.0
333,Arginine,CMBT,positive,1,3055.15539,3.4851754321365966
334,Arginine,ClCCA,negative,0,0.0,0.0
335,Arginine,ClCCA,positive,1,4696.975646666667,3.671910761154721
336,Arginine,DAN,negative,1,2954.9647675,3.4706992533454124
337,Arginine,DAN,positive,1,6761.747453333333,3.830123169523279
338,Arginine,DHAP,negative,1,92.14985,1.9691821598847066
339,Arginine,DHAP,positive,1,1268.3275966666668,3.1035737222236244
340,Arginine,DHB,negative,0,0.0,0.0
341,Arginine,DHB,positive,1,17793.18394,4.250278075594622
342,Arginine,MAPS,negative,0,0.0,0.0
343,Arginine,MAPS,positive,1,18.805185,1.2967789034989032
344,Arginine,NEDC,negative,0,0.0,0.0
345,Arginine,NEDC,positive,1,201.90733,2.307297736146466
346,Arginine,NOR,negative,1,1336.5427825,3.126307682212157
347,Arginine,NOR,positive,1,6258.79685,3.7965602392239117
348,Arginine,pNA,negative,1,277.5379,2.4448842969639406
349,Arginine,pNA,positive,1,23874.938366666665,4.377960449133562
350,Argininosuccinic acid,9AA,negative,1,27789.115,4.443890343962045
351,Argininosuccinic acid,9AA,positive,1,14.900511,1.2014110816106518
352,Argininosuccinic acid,CHCA,negative,1,49.9853,1.7074449790562414
353,Argininosuccinic acid,CHCA,positive,1,14172.2728,4.151470146285728
354,Argininosuccinic acid,CMBT,negative,0,0.0,0.0
355,Argininosuccinic acid,CMBT,positive,1,172.36019333333334,2.2389493826423625
356,Argininosuccinic acid,ClCCA,negative,0,0.0,0.0
357,Argininosuccinic acid,ClCCA,positive,1,2419.1643,3.3838448503445897
358,Argininosuccinic acid,DAN,negative,1,1374.545,3.138474802600664
359,Argininosuccinic acid,DAN,positive,0,0.0,0.0
360,Argininosuccinic acid,DHAP,negative,1,11.063781,1.0814834446269235
361,Argininosuccinic acid,DHAP,positive,1,99.97959,2.0042336030291144
362,Argininosuccinic acid,DHB,negative,0,0.0,0.0
363,Argininosuccinic acid,DHB,positive,1,3215.693866666667,3.5074097309847407
364,Argininosuccinic acid,MAPS,negative,0,0.0,0.0
365,Argininosuccinic acid,MAPS,positive,0,0.0,0.0
366,Argininosuccinic acid,NEDC,negative,0,0.0,0.0
367,Argininosuccinic acid,NEDC,positive,1,12.288447,1.1234742285920651
368,Argininosuccinic acid,NOR,negative,1,3269.5786,3.5146245907516085
369,Argininosuccinic acid,NOR,positive,1,57.192383,1.7648661420801581
370,Argininosuccinic acid,pNA,negative,1,295.31024,2.471746660250386
371,Argininosuccinic acid,pNA,positive,1,657.0887066666667,2.8182844380201257
372,Ascorbic acid,9AA,negative,1,9525.733,3.9789439936786417
373,Ascorbic acid,9AA,positive,0,0.0,0.0
374,Ascorbic acid,CHCA,negative,1,1765.8657,3.2472035399054384
375,Ascorbic acid,CHCA,positive,1,231.86620666666667,2.3671064686847756
376,Ascorbic acid,CMBT,negative,0,0.0,0.0
377,Ascorbic acid,CMBT,positive,0,0.0,0.0
378,Ascorbic acid,ClCCA,negative,1,60.181175,1.7866178134645478
379,Ascorbic acid,ClCCA,positive,1,90.03938966666665,1.9592293375254326
380,Ascorbic acid,DAN,negative,1,8059.088,3.9063397834559312
381,Ascorbic acid,DAN,positive,0,0.0,0.0
382,Ascorbic acid,DHAP,negative,1,544.4009,2.7367158502625806
383,Ascorbic acid,DHAP,positive,0,0.0,0.0
384,Ascorbic acid,DHB,negative,1,1109.1461,3.0453801375690435
385,Ascorbic acid,DHB,positive,1,702.4021733333333,2.8472037058421917
386,Ascorbic acid,MAPS,negative,0,0.0,0.0
387,Ascorbic acid,MAPS,positive,0,0.0,0.0
388,Ascorbic acid,NEDC,negative,0,0.0,0.0
389,Ascorbic acid,NEDC,positive,0,0.0,0.0
390,Ascorbic acid,NOR,negative,1,10278.6045,4.011976405829317
391,Ascorbic acid,NOR,positive,0,0.0,0.0
392,Ascorbic acid,pNA,negative,1,1817.4087,3.2596915005616975
393,Ascorbic acid,pNA,positive,1,130.21054,2.11796872284439
394,Asparagine,9AA,negative,1,1136.5548,3.055972327319788
395,Asparagine,9AA,positive,0,0.0,0.0
396,Asparagine,CHCA,negative,0,0.0,0.0
397,Asparagine,CHCA,positive,1,4534.636299999999,3.6566382224201677
398,Asparagine,CMBT,negative,1,25.8202265,1.4284624411995765
399,Asparagine,CMBT,positive,1,733.7895433333333,2.866162967305865
400,Asparagine,ClCCA,negative,0,0.0,0.0
401,Asparagine,ClCCA,positive,1,768.0742733333333,2.8859682838081717
402,Asparagine,DAN,negative,1,11969.3997,4.078108652044362
403,Asparagine,DAN,positive,1,1578.8402133333332,3.198613164184289
404,Asparagine,DHAP,negative,1,159.0339,2.2042119890526943
